created,text,boro,boro_code,street,alarm
2020-01-06T05:19:15Z,"BX ALLHANDS 414 MORRIS AVE, MULTIPLE DWELLING FIRE IN COMPACTOR,",BX,2,414 MORRIS AVE,1
2020-01-05T17:57:32Z,"MAN ALLHANDS 2063 MADISON AVE, MULTIPLE DWELLING FIRE ON 1 FLR, UNDER CONTROL",MH,1,2063 MADISON AVE,9
2020-01-05T17:05:09Z,"MAN ALLHANDS 2063 MADISON AVE, MULTIPLE DWELLING FIRE ON 1 FLR,",MH,1,2063 MADISON AVE,1
2020-01-05T16:46:04Z,"QNS 4-ALARM 78-17 101 AVE, PRIVATE DWELLING FIRE IN A PRIVATE DWELLING EXTENSION TO EXPOSURE 2,",QN,4,78-17 101 AVE,4
2020-01-05T16:39:51Z,"QNS 3-ALARM 78-17 101 AVE, PRIVATE DWELLING FIRE IN A PRIVATE DWELLING,",QN,4,78-17 101 AVE,3
2020-01-05T16:32:08Z,"QNS 2-ALARM 78-17 101 AVE, PRIVATE DWELLING FIRE IN A PRIVATE DWELLING,",QN,4,78-17 101 AVE,2
2020-01-05T10:05:58Z,"BKLYN ALLHANDS 3623 FT HAMILTON PKWY, COMMERCIAL FIRE ON 1ST FLR, AUTO SHOP, UNDER CONTROL",BK,3,3623 FT HAMILTON PKWY,9
2020-01-05T09:58:26Z,"BKLYN ALLHANDS 3623 FT HAMILTON PKWY, COMMERCIAL FIRE IN AUTO SHOP,",BK,3,3623 FT HAMILTON PKWY,1
2020-01-05T01:05:53Z,"MAN ALLHANDS 2843 DOUGLASS BLVD, MULTIPLE DWELLING FIRE IN THE CELLAR,",MH,1,2843 DOUGLASS BLVD,1
2020-01-04T22:59:07Z,"BX ALLHANDS 4726 PARK AVE, MULTIPLE DWELLING FIRE ON 4TH FLR,",BX,2,4726 PARK AVE,1
2020-01-04T21:46:08Z,"MAN ALLHANDS 260 W 44 ST, MIXED OCCUPANCY 1ST FLR FIRE IN WALLS, UNDER CONTROL",MH,1,260 W 44 ST,9
2020-01-03T20:54:41Z,"QNS ALLHANDS 20-16 24 ST, MULTIPLE DWELLING FIRE ON THE 3 FL,",QN,4,20-16 24 ST,1
2020-01-03T06:38:23Z,"BKLYN ALLHANDS 504 SHEPHERD AVE, PRIVATE DWELLING FIRE ON TOP FLR, UNDER CONTROL",BK,3,504 SHEPHERD AVE,9
2020-01-03T06:19:27Z,"BKLYN ALLHANDS 504 SHEPHERD AVE, PRIVATE DWELLING FIRE ON TOP FLR,",BK,3,504 SHEPHERD AVE,1
2020-01-03T05:54:36Z,"BX ALLHANDS 2780 UNIVERSITY AVE, MULTIPLE DWELLING COMPACTOR FIRE, UNDER CONTROL",BX,2,2780 UNIVERSITY AVE,9
2020-01-03T04:08:45Z,"MAN ALLHANDS 105 LEXINGTON AVE, MULTIPLE DWELLING FIRE IN LAUNDRY ROOM, UNDER CONTROL",MH,1,105 LEXINGTON AVE,9
2020-01-03T03:59:21Z,"MAN ALLHANDS 105 LEXINGTON AVE, MULTIPLE DWELLING FIRE IN LAUNDROMAT,",MH,1,105 LEXINGTON AVE,1
2020-01-02T23:50:39Z,"BKLYN 2-ALARM 168 COVERT ST, PRIVATE DWELLING FIRE TOP FLR, COCKLOFT AND EXTENSION INTO EXPOSURE 4/4A COCKLOFT, UNDER CONTROL",BK,3,168 COVERT ST,9
2020-01-02T22:56:17Z,"BKLYN ALLHANDS 625 OCEAN AVE, MULTIPLE DWELLING FIRE IN COMPACTOR, UNDER CONTROL",BK,3,625 OCEAN AVE,9
2020-01-02T22:49:13Z,"BKLYN 2-ALARM 166 COVERT ST, PRIVATE DWELLING FIRE TOP FLR AND COCKLOFT,",BK,3,166 COVERT ST,2
2020-01-02T22:43:33Z,"BKLYN ALLHANDS 166 COVERT ST, PRIVATE DWELLING FIRE 2ND FL,",BK,3,166 COVERT ST,1
2020-01-02T22:08:49Z,"BKLYN ALLHANDS 1345 54 ST, PRIVATE DWELLING KITCHEN FIRE, UNDER CONTROL",BK,3,1345 54 ST,9
2020-01-02T09:04:30Z,"BKLYN ALLHANDS 919 MYRTLE AVE, MULTIPLE DWELLING FIRE ON 7 FLR,",BK,3,919 MYRTLE AVE,1
2020-01-02T05:33:11Z,"BX ALLHANDS 1318 VREELAND AVE, PRIVATE DWELLING BATHROOM FIRE, UNDER CONTROL",BX,2,1318 VREELAND AVE,9
2020-01-02T05:11:29Z,"MAN ALLHANDS 145 WEST 30TH STREET, COMMERCIAL FIRE IN DMV,",MH,1,145 WEST 30TH STREET,1
2020-01-01T23:29:54Z,"QNS ALLHANDS 76-11 37 AVE, COMMERCIAL FIRE IN COMMERCIAL BLDG, UNDER CONTROL",QN,4,76-11 37 AVE,9
2020-01-01T07:01:51Z,"MAN 2-ALARM 66 E 79 ST, MULTIPLE DWELLING FIRE ON THE 14TH FLR, UNDER CONTROL",MH,1,66 E 79 ST,9
2020-01-01T06:56:34Z,"MAN ALLHANDS 480 CONVENT AVE, MULTIPLE DWELLING FIRE ON 3RD FLR, UNDER CONTROL",MH,1,480 CONVENT AVE,9
2020-01-01T06:24:57Z,"MAN ALLHANDS 480 CONVENT AVE, MULTIPLE DWELLING FIRE ON 3RD FLR,",MH,1,480 CONVENT AVE,1
2020-01-01T06:14:17Z,"MAN 2-ALARM 66 E 79 ST, MULTIPLE DWELLING FIRE ON THE 14TH FLR,",MH,1,66 E 79 ST,2
2020-01-01T06:12:52Z,"BKLYN ALLHANDS 151 E 96 ST, MULTIPLE DWELLING FIRE ON THE 2ND FLR, UNDER CONTROL",BK,3,151 E 96 ST,9
2019-12-31T23:20:53Z,"QNS ALLHANDS 107-50 164 ST, PRIVATE DWELLING FIRE 2ND FLR,",QN,4,107-50 164 ST,1
2019-12-31T16:19:55Z,"SI ALLHANDS 147 NORWAY AVE, MULTIPLE DWELLING FIRE ON 2ND FLR, UNDER CONTROL",SI,5,147 NORWAY AVE,9
2019-12-31T16:08:55Z,"SI ALLHANDS 147 NORWAY AVE, MULTIPLE DWELLING FIRE ON 2ND FLR,",SI,5,147 NORWAY AVE,1
2019-12-31T08:46:11Z,"QNS ALLHANDS 63-46 FRESH POND RD, MULTIPLE DWELLING FIRE ON THE TOP FL, UNDER CONTROL",QN,4,63-46 FRESH POND RD,9
2019-12-31T07:28:39Z,"BKLYN ALLHANDS 706 LEFFERTS AVE, MULTIPLE DWELLING FIRE ON 1ST FLR,",BK,3,706 LEFFERTS AVE,1
2019-12-30T18:14:04Z,"BKLYN ALLHANDS 196 THROOP AV, FIRE IN COMPACTOR, UNDER CONTROL",BK,3,196 THROOP AV,9
2019-12-30T16:57:51Z,"BX 3-ALARM 1753 SEDDON ST, PRIVATE DWELLING FIRE ON 1ST, 2ND AND 3RD FLR,",BX,2,1753 SEDDON ST,3
2019-12-30T16:51:44Z,"BKLYN ALLHANDS 1129 BROADWAY, MULTIPLE DWELLING FIRE ON 3RD FLR, UNDER CONTROL",BK,3,1129 BROADWAY,9
2019-12-30T16:33:47Z,"BKLYN ALLHANDS 1129 BROADWAY, MULTIPLE DWELLING FIRE ON 3RD FLR,",BK,3,1129 BROADWAY,1
2019-12-30T15:53:55Z,"SI ALLHANDS 46 MARY ST, PRIVATE DWELLING FIRE ON 2ND FLR, UNDER CONTROL",SI,5,46 MARY ST,9
2019-12-30T15:47:06Z,"SI ALLHANDS 46 MARY ST, PRIVATE DWELLING",SI,5,46 MARY ST,1
2019-12-30T11:45:27Z,"BKLYN ALLHANDS 261 GATES AVE, MULTIPLE DWELLING FIRE 1ST FLR,",BK,3,261 GATES AVE,1
2019-12-30T03:02:14Z,"BKLYN ALLHANDS BRIGHTON BEACH, (BMT-B-Q) FIRE IN SUBWAY, UNDER CONTROL",BK,3,BRIGHTON BEACH,9
2019-12-29T23:54:44Z,"BKLYN ALLHANDS 272 E 91 ST, PRIVATE DWELLING FIRE ON 2 FLR, UNDER CONTROL",BK,3,272 E 91 ST,9
2019-12-29T23:33:22Z,"BKLYN ALLHANDS 272 E 91 ST, PRIVATE DWELLING FIRE ON 2 FLR,",BK,3,272 E 91 ST,1
2019-12-29T22:49:01Z,"QNS ALLHANDS 38-07 100 STREET, PRIVATE DWELLING FIRE 1ST FLR, UNDER CONTROL",QN,4,38-07 100 STREET,9
2019-12-29T22:01:13Z,"BX ALLHANDS 2438 WALLACE AVE, MULTIPLE DWELLING FIRE ON THE TOP FLR, UNDER CONTROL",BX,2,2438 WALLACE AVE,9
2019-12-29T22:00:44Z,"QNS ALLHANDS 218-02 HEMPSTEAD AVE, COMMERCIAL FIRE IN THE DUCT WORK, UNDER CONTROL",QN,4,218-02 HEMPSTEAD AVE,9
2019-12-29T21:44:34Z,"BX ALLHANDS 2438 WALLACE AVE, MULTIPLE DWELLING FIRE ON THE TOP FLR,",BX,2,2438 WALLACE AVE,1
2019-12-29T19:20:57Z,"QNS ALLHANDS 106-52 RUSCOE ST, PRIVATE DWELLING FIRE ON 1ST FLR, UNDER CONTROL",QN,4,106-52 RUSCOE ST,9
2019-12-29T18:42:46Z,"QNS ALLHANDS 106-52 RUSCOE ST, PRIVATE DWELLING FIRE ON 1ST FLR,",QN,4,106-52 RUSCOE ST,1
2019-12-29T15:56:32Z,"BKLYN ALLHANDS 319 KINGSBORO 3 WALK, MULTIPLE DWELLING FIRE 3RD FLR, UNDER CONTROL",BK,3,319 KINGSBORO 3 WALK,9
2019-12-29T15:30:47Z,"BKLYN ALLHANDS 319 KINGSBORO 3 WALK, MULTIPLE DWELLING FIRE 3RD FLR,",BK,3,319 KINGSBORO 3 WALK,1
2019-12-29T05:50:32Z,"MAN ALLHANDS 2086 2 AVE, MULTIPLE DWELLING COMPACTER FIRE, UNDER CONTROL",MH,1,2086 2 AVE,9
2019-12-28T18:05:19Z,"QNS ALLHANDS 120-19 14 RD, COMMERCIAL FIRE IN BASEMENT VFW HALL, UNDER CONTROL",QN,4,120-19 14 RD,9
2019-12-28T04:14:49Z,"SI ALLHANDS 718 TOMPKINS AVE, PRIVATE DWELLING FIRE UNDER PORCH, UNDER CONTROL",SI,5,718 TOMPKINS AVE,9
2019-12-28T03:59:27Z,"SI ALLHANDS 718 TOMPKINS AVE, PRIVATE DWELLING FIRE UNDER PORCH,",SI,5,718 TOMPKINS AVE,1
2019-12-27T04:55:50Z,"BX ALLHANDS 2028 GRANDCONCOURSE, MULTIPLE DWELLING FIRE FIRST FLR, UNDER CONTROL",BX,2,2028 GRANDCONCOURSE,9
2019-12-27T04:32:07Z,"BX ALLHANDS 2028 GRANDCONCOURSE, MULTIPLE DWELLING FIRE FIRST FLR,",BX,2,2028 GRANDCONCOURSE,1
2019-12-27T02:22:34Z,"BX ALLHANDS 2811 EXTERIOR STREET, MULTIPLE DWELLING FIRE ON 9TH FLR,",BX,2,2811 EXTERIOR STREET,1
2019-12-27T02:20:16Z,"BX 10-77 2811 EXTERIOR STREET, MULTIPLE DWELLING FIRE ON 9TH FLR,",BX,2,NA,0
2019-12-27T00:47:32Z,"BKLYN ALLHANDS 415 BRADFORD ST, VACANT PRIVATE DWELLING FIRE ON 1ST FLR,",BK,3,415 BRADFORD ST,1
2019-12-26T23:29:33Z,"MAN 2-ALARM 569 ACADEMY STREET, MULTIPLE DWELLING FIRE IN THE COCKLOFT, UNDER CONTROL",MH,1,569 ACADEMY STREET,9
2019-12-26T22:35:07Z,"MAN 2-ALARM 569 ACADEMY STREET, MULTIPLE DWELLING FIRE APARTMENT 2,",MH,1,569 ACADEMY STREET,2
2019-12-26T22:16:18Z,"MAN ALLHANDS 569 ACADEMY STREET, PRIVATE DWELLING FIRE APARTMENT 2,",MH,1,569 ACADEMY STREET,1
2019-12-26T19:42:33Z,"QNS ALLHANDS 50-20 31 AVE, MULTIPLE DWELLING FIRE IN APT 4C,",QN,4,50-20 31 AVE,1
2019-12-26T18:48:39Z,"BKLYN ALLHANDS 983 57 TH, PRIVATE DWELLING FIRE ON 2ND FLR, UNDER CONTROL",BK,3,983 57 TH,9
2019-12-26T18:41:50Z,"BKLYN ALLHANDS 983 57 TH, PRIVATE DWELLING FIRE ON 2ND FLR,",BK,3,983 57 TH,1
2019-12-26T15:20:53Z,"QNS ALLHANDS 93-46 207TH, PRIVATE DWELLING DECORATIONS BURNING SEVERE BURNS TO HAND, UNDER CONTROL",QN,4,93-46 207TH,9
2019-12-26T05:41:55Z,"BKLYN ALLHANDS 3001 BELT PKWY, MULTIPLE DWELLING FIRE 1ST FLR KITCHEN, UNDER CONTROL",BK,3,3001 BELT PKWY,9
2019-12-26T05:24:36Z,"BKLYN ALLHANDS 3001 BELT PKWY, MULTIPLE DWELLING FIRE ON FIRST FLR,",BK,3,3001 BELT PKWY,1
2019-12-25T19:09:17Z,"MAN 3-ALARM 409 E 69 ST, MULTIPLE DWELLING FIRE TOP FLR EXTENDED TO COCKLOFT, UNDER CONTROL",MH,1,409 E 69 ST,9
2019-12-25T17:40:30Z,"SI ALLHANDS 109 HARBOR ROAD, PRIVATE DWELLING FIRE ON 2ND FLR,",SI,5,109 HARBOR ROAD,1
2019-12-25T17:11:52Z,"MAN 3-ALARM 409 E 69 ST, MULTIPLE DWELLING FIRE TOP FLR EXTENDED TO COCKLOFT,",MH,1,409 E 69 ST,3
2019-12-25T17:07:59Z,"MAN 2-ALARM 409 E 69 ST, MULTIPLE DWELLING FIRE TOP FLR EXTENDED TO COCKLOFT,",MH,1,409 E 69 ST,2
2019-12-25T17:01:44Z,"MAN ALLHANDS 409 E 69 ST, MULTIPLE DWELLING FIRE TOP FLR,",MH,1,409 E 69 ST,1
2019-12-25T03:49:01Z,"MAN ALLHANDS 349 CABRINI BLVD, SCHOOL FIRE IN BOILER ROOM, UNDER CONTROL",MH,1,349 CABRINI BLVD,9
2019-12-25T03:23:08Z,"BKLYN ALLHANDS 1276 BROADWAY, MULTIPLE DWELLING FIRE ON 2 FLR,",BK,3,1276 BROADWAY,1
2019-12-25T01:54:38Z,"SI ALLHANDS 520 BUTLER BLVD, PRIVATE DWELLING FIRE IN THE BASEMENT, UNDER CONTROL",SI,5,520 BUTLER BLVD,9
2019-12-24T23:23:24Z,"QNS ALLHANDS 50-04 31 AVE, MULTIPLE DWELLING FIRE ON 1ST FLR, UNDER CONTROL",QN,4,50-04 31 AVE,9
2019-12-24T22:49:45Z,"QNS ALLHANDS 50-20 31 AVE, MULTIPLE DWELLING FIRE ON 1ST FLR,",QN,4,50-20 31 AVE,1
2019-12-24T20:48:35Z,"BKLYN ALLHANDS 1305 EAST 4OTH, PRIVATE DWELLING FIRE IN PRIVATE DWELLING,",BK,3,1305 EAST 4OTH,1
2019-12-24T20:10:14Z,"BKLYN ALLHANDS 3223 QUENTIN RD, MULTIPLE DWELLING FIRE ON THE 1ST FLR IN A LAUNDROMAT, UNDER CONTROL",BK,3,3223 QUENTIN RD,9
2019-12-24T18:51:07Z,"BX ALLHANDS 1358 SHERIDAN AVE, MULTIPLE DWELLING FIRE ON 1ST FLR, UNDER CONTROL",BX,2,1358 SHERIDAN AVE,9
2019-12-24T18:16:45Z,"BX ALLHANDS 1358 SHERIDAN AVE, MULTIPLE DWELLING FIRE ON 1ST FLR,",BX,2,1358 SHERIDAN AVE,1
2019-12-24T14:44:21Z,"MAN ALLHANDS 400 EAST 56 STREET, MULTIPLE DWELLING FIRE ON THE 28TH FLR, UNDER CONTROL",MH,1,400 EAST 56 STREET,9
2019-12-24T14:33:48Z,"MAN ALLHANDS 400 EAST 56 STREET, MULTIPLE DWELLING FIRE ON THE 28TH FLR,",MH,1,400 EAST 56 STREET,1
2019-12-24T11:38:39Z,"BX ALLHANDS 1700 CROTONA PARK E, MULTIPLE DWELLING FIRE ON 2ND FLR, UNDER CONTROL",BX,2,1700 CROTONA PARK E,9
2019-12-24T11:13:37Z,"BX ALLHANDS 1700 CROTONA PARK E, MULTIPLE DWELLING FIRE ON 2ND FLR,",BX,2,1700 CROTONA PARK E,1
2019-12-24T04:27:19Z,"QNS 2-ALARM 29-19 OCEAN CREST BLVD, VACANT PRIVATE DWELLING FIRE ON 1ST FLR AND BASEMENT,",QN,4,29-19 OCEAN CREST BLVD,2
2019-12-24T00:44:58Z,"QNS ALLHANDS 73-35 173 ST, PRIVATE DWELLING FIRE ON 1ST FLR, UNDER CONTROL",QN,4,73-35 173 ST,9
2019-12-24T00:19:59Z,"QNS ALLHANDS 73-35 173 ST, PRIVATE DWELLING FIRE IN A PD,",QN,4,73-35 173 ST,1
2019-12-23T23:52:15Z,"SI ALLHANDS 15 SEGUINE PL, PRIVATE DWELLING FIRE FIRST FL, UNDER CONTROL",SI,5,15 SEGUINE PL,9
2019-12-23T23:25:41Z,"SI ALLHANDS 15 SEGUINE PL, PRIVATE DWELLING FIRE FIRST FL,",SI,5,15 SEGUINE PL,1
2019-12-23T21:18:35Z,"BKLYN ALLHANDS 1134 E 43 ST, PRIVATE DWELLING FIRE ON 2ND FLR, UNDER CONTROL",BK,3,1134 E 43 ST,9
2019-12-23T21:15:59Z,"BKLYN ALLHANDS 298 E 7 ST, PRIVATE DWELLING BALCONY FIRE / EXTENDING TO HOUSE, UNDER CONTROL",BK,3,298 E 7 ST,9
2019-12-23T21:07:36Z,"BKLYN ALLHANDS 298 E 7 ST, MULTIPLE DWELLING BALCONY FIRE / EXTENDING TO HOUSE,",BK,3,298 E 7 ST,1
2019-12-23T20:55:19Z,"BKLYN 2-ALARM 1166 59 ST, MULTIPLE DWELLING FIRE ON 2ND FLR, UNDER CONTROL",BK,3,1166 59 ST,9
2019-12-23T20:15:42Z,"BKLYN 2-ALARM 1166 59 ST, MULTIPLE DWELLING FIRE ON 2ND FLR,",BK,3,1166 59 ST,2
2019-12-23T20:03:14Z,"BKLYN ALLHANDS 1166 59 ST, MULTIPLE DWELLING FIRE ON 2ND FLR,",BK,3,1166 59 ST,1
2019-12-23T18:38:36Z,"BKLYN ALLHANDS 168 BRADFORD ST, PRIVATE DWELLING FIRE IN BASEMENT, UNDER CONTROL",BK,3,168 BRADFORD ST,9
2019-12-23T18:35:50Z,"BKLYN ALLHANDS 168 BRADFORD ST, PRIVATE DWELLING FIRE IN BASEMENT,",BK,3,168 BRADFORD ST,1
2019-12-23T16:44:07Z,"BKLYN ALLHANDS 197 BAY 20 ST, PRIVATE DWELLING FIRE IN BASEMENT, UNDER CONTROL",BK,3,197 BAY 20 ST,9
2019-12-23T16:37:58Z,"BKLYN ALLHANDS 197 BAY 20 ST, PRIVATE DWELLING FIRE IN BASEMENT,",BK,3,197 BAY 20 ST,1
2019-12-23T02:29:50Z,"BKLYN ALLHANDS 1247 AVE V, MULTIPLE DWELLING FIRE ON 2ND FL, UNDER CONTROL",BK,3,1247 AVE V,9
2019-12-22T18:45:28Z,"BX ALLHANDS 440 JACKSON AVE, MULTIPLE DWELLING FIRE ON 4 FL WITH EXTENSION TO THE 5 FL, UNDER CONTROL",BX,2,440 JACKSON AVE,9
2019-12-22T04:43:21Z,"BX ALLHANDS 2825 GRAND CONCOURSE, MULTIPLE DWELLING FIRE IN THE COMPACTOR, UNDER CONTROL",BX,2,2825 GRAND CONCOURSE,9
2019-12-21T19:32:43Z,"QNS ALLHANDS 117-68 142 ST, PRIVATE DWELLING FIRE,",QN,4,117-68 142 ST,1
2019-12-21T17:34:17Z,"MAN ALLHANDS 80 SEAMAN AVE, MULTIPLE DWELLING FIRE ON THE 2ND FLR, UNDER CONTROL",MH,1,80 SEAMAN AVE,9
2019-12-21T17:19:30Z,"SI ALLHANDS 316 YORK AVE, PRIVATE DWELLING FIRE ON 2ND FLR, UNDER CONTROL",SI,5,316 YORK AVE,9
2019-12-21T16:59:04Z,"MAN ALLHANDS 80 SEAMAN AVE, MULTIPLE DWELLING FIRE ON THE 2ND FLR,",MH,1,80 SEAMAN AVE,1
2019-12-21T16:40:30Z,"SI ALLHANDS 316 YORK AVE, PRIVATE DWELLING SMOKE FROM A HOUSE,",SI,5,316 YORK AVE,1
2019-12-21T09:24:15Z,"MAN ALLHANDS 129 W 46 ST, HOTEL FIRE ON 4TH FLR, UNDER CONTROL",MH,1,129 W 46 ST,9
2019-12-21T08:47:09Z,"MAN ALLHANDS 129 W 46 ST, HOTEL FIRE ON 4TH FLR,",MH,1,129 W 46 ST,1
2019-12-21T06:15:12Z,"BKLYN ALLHANDS 395 ASHFORD ST, MULTIPLE DWELLING FIRE IN BASEMENT,",BK,3,395 ASHFORD ST,1
2019-12-21T04:19:12Z,"BKLYN ALLHANDS 619 WILLOUGHBY AVE, MULTIPLE DWELLING FIRE ON 2ND FLR, UNDER CONTROL",BK,3,619 WILLOUGHBY AVE,9
2019-12-21T03:55:36Z,"BKLYN ALLHANDS 619 WILLOUGHBY AVE, MULTIPLE DWELLING FIRE ON 2ND FLR,",BK,3,619 WILLOUGHBY AVE,1
2019-12-21T01:45:22Z,"BKLYN ALLHANDS 382 AVE P, MIXED OCCUPANCY UNDER CONTROL",BK,3,382 AVE P,9
2019-12-21T01:07:57Z,"BKLYN ALLHANDS 382 AVE P, MIXED OCCUPANCY",BK,3,382 AVE P,1
2019-12-20T22:03:40Z,"BX ALLHANDS 827 FOREST AVE, HOUSE OF WORSHIP FIRE ON 1ST FLR, UNDER CONTROL",BX,2,827 FOREST AVE,9
2019-12-20T21:19:32Z,"BX ALLHANDS 827 FOREST AVE, HOUSE OF WORSHIP FIRE ON 2ND FLR,",BX,2,827 FOREST AVE,1
2019-12-20T20:23:43Z,"BKLYN ALLHANDS 263 PROSPECT AVE, COMMERCIAL FIRE ON THE ROOF, UNDER CONTROL",BK,3,263 PROSPECT AVE,9
2019-12-20T19:32:21Z,"MAN ALLHANDS 222 CENTRAL PARK S, HIGH RISE FIRE ON 7TH FLR, UNDER CONTROL",MH,1,222 CENTRAL PARK S,9
2019-12-20T18:59:17Z,"MAN ALLHANDS 222 CENTRAL PARK S, HIGH RISE FIRE ON 7TH FLR,",MH,1,222 CENTRAL PARK S,1
2019-12-20T04:07:44Z,"QNS 2-ALARM 31-50 84 ST, PRIVATE DWELLING FIRE ON 1ST FLR EXTENDED INTO THE EXPOSURE, UNDER CONTROL",QN,4,31-50 84 ST,9
2019-12-20T04:01:38Z,"QNS ALLHANDS 146-41 224 ST, FIRE IN BOILER ROOM, UNDER CONTROL",QN,4,146-41 224 ST,9
2019-12-20T03:33:50Z,"QNS 2-ALARM 31-50 84 ST, PRIVATE DWELLING FIRE ON 1ST FLR EXTENDED INTO THE EXPOSURE,",QN,4,31-50 84 ST,2
2019-12-20T03:22:27Z,"QNS ALLHANDS 31-50 84 ST, PRIVATE DWELLING FIRE ON 1ST FLR,",QN,4,31-50 84 ST,1
2019-12-19T09:37:48Z,"BKLYN ALLHANDS 717 E 88 ST, MULTIPLE DWELLING FIRE IN THE WALL, UNDER CONTROL",BK,3,717 E 88 ST,9
2019-12-19T05:59:13Z,"BKLYN ALLHANDS 40 COOPER ST, MULTIPLE DWELLING SMOKE FROM APARTMENT 2 FL, UNDER CONTROL",BK,3,40 COOPER ST,9
2019-12-19T05:59:13Z,"BKLYN ALLHANDS 111 COOPER ST, PRIVATE DWELLING FIRE 3RD FL LIVING ROOM, UNDER CONTROL",BK,3,111 COOPER ST,9
2019-12-19T05:35:40Z,"BKLYN ALLHANDS 111 COOPER ST, PRIVATE DWELLING FIRE 3RD FL LIVING ROOM,",BK,3,111 COOPER ST,1
2019-12-19T05:35:37Z,"BKLYN ALLHANDS 40 COOPER ST, MULTIPLE DWELLING SMOKE FROM APRTMENT 2 FL,",BK,3,40 COOPER ST,1
2019-12-17T23:46:56Z,"BKLYN ALLHANDS 104 KINGSTON AVE, FIRE ON THE 1ST FLR, UNDER CONTROL",BK,3,104 KINGSTON AVE,9
2019-12-17T21:14:37Z,"BX ALLHANDS 729 E 236 ST, PRIVATE DWELLING SMALL FIRE 1 FLR, UNDER CONTROL",BX,2,729 E 236 ST,9
2019-12-17T13:20:28Z,"BKLYN ALLHANDS 762 MILLER AVE, MULTIPLE DWELLING FIRE ON THE 1ST FLR, UNDER CONTROL",BK,3,762 MILLER AVE,9
2019-12-17T12:53:18Z,"BKLYN ALLHANDS 762 MILLER AVE, MULTIPLE DWELLING FIRE ON THE 1ST FLR,",BK,3,762 MILLER AVE,1
2019-12-17T04:52:27Z,"QNS 2-ALARM 18-30 COLLEGE POINT BLVD, MIXED OCCUPANCY FIRE ON 2ND FLR, UNDER CONTROL",QN,4,18-30 COLLEGE POINT BLVD,9
2019-12-17T03:58:07Z,"QNS 2-ALARM 18-30 COLLEGE POINT BLVD, MIXED OCCUPANCY FIRE ON 2ND FLR,",QN,4,18-30 COLLEGE POINT BLVD,2
2019-12-17T03:54:47Z,"QNS ALLHANDS 18-11 COLLEGE POINT BLVD, MULTIPLE DWELLING FIRE ON 2ND FLR,",QN,4,18-11 COLLEGE POINT BLVD,1
2019-12-17T00:58:18Z,"QNS ALLHANDS 62-26 ROOSEVELT AVE, COMMERCIAL FIRE IN BASEMENT, UNDER CONTROL",QN,4,62-26 ROOSEVELT AVE,9
2019-12-17T00:01:02Z,"QNS ALLHANDS 62-26 ROOSEVELT AVE, COMMERCIAL FIRE IN 1ST FLR,",QN,4,62-26 ROOSEVELT AVE,1
2019-12-16T23:34:39Z,"MAN 10-77 321 WEST 55TH, MULTIPLE DWELLING FIRE IN BASEMENT,",MH,1,NA,0
2019-12-16T21:33:11Z,"BX ALLHANDS 651 E 183 ST, MULTIPLE DWELLING FIRE ON 2ND FLR,",BX,2,651 E 183 ST,1
2019-12-16T20:21:29Z,"QNS ALLHANDS 76-12 LIBERTY AVE, COMMERCIAL FIRE IN LAUNDROMAT, UNDER CONTROL",QN,4,76-12 LIBERTY AVE,9
2019-12-16T20:00:42Z,"QNS ALLHANDS 76-12 LIBERTY AVE, COMMERCIAL FIRE IN LAUNDROMAT,",QN,4,76-12 LIBERTY AVE,1
2019-12-16T19:52:28Z,"QNS ALLHANDS 136-04 HOOK CREEK BLVD, PRIVATE DWELLING FIRE IN THE ATTIC, UNDER CONTROL",QN,4,136-04 HOOK CREEK BLVD,9
2019-12-16T19:40:28Z,"QNS ALLHANDS 136-04 HOOK CREEK BLVD, PRIVATE DWELLING FIRE IN THE ATTIC,",QN,4,136-04 HOOK CREEK BLVD,1
2019-12-16T17:02:05Z,"BX ALLHANDS 1690 LONGFELLOW AVE, MULTIPLE DWELLING FIRE IN BASEMENT,",BX,2,1690 LONGFELLOW AVE,1
2019-12-16T15:28:59Z,"BKLYN ALLHANDS 230 DUFFIELD STREET, MULTIPLE DWELLING",BK,3,230 DUFFIELD STREET,1
2019-12-16T10:39:39Z,"BKLYN ALLHANDS 1070 E NEW YORK AVE, MULTIPLE DWELLING FIRE 4TH FL,",BK,3,1070 E NEW YORK AVE,1
2019-12-16T10:16:11Z,"MAN ALLHANDS 480 2ND AVE, MULTIPLE DWELLING FIRE IN COMPACTOR, UNDER CONTROL",MH,1,480 2ND AVE,9
2019-12-16T09:54:37Z,"MAN ALLHANDS 480 2ND AVE, MULTIPLE DWELLING FIRE IN COMPACTOR,",MH,1,480 2ND AVE,1
2019-12-16T03:15:47Z,"QNS ALLHANDS 65-43 PARSONS BLVD, MULTIPLE DWELLING FIRE ON 4TH FLR, UNDER CONTROL",QN,4,65-43 PARSONS BLVD,9
2019-12-15T21:51:53Z,"BX 2-ALARM 2819 MORRIS AVE, MULTIPLE DWELLING FIRE ON 2ND AND 3RD FLR,",BX,2,2819 MORRIS AVE,2
2019-12-15T20:04:33Z,"QNS ALLHANDS 114-34 69 AVE, PRIVATE DWELLING FIRE IN BASEMENT, UNDER CONTROL",QN,4,114-34 69 AVE,9
2019-12-15T19:41:56Z,"QNS ALLHANDS 114-34 69 AVE, PRIVATE DWELLING FIRE IN BASEMENT,",QN,4,114-34 69 AVE,1
