text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"BX ALL HANDS 1015 E 179 ST, MULTIPLE DWELLING FIRE 4TH FLR, UNDER CONTROL",FALSE,9,NA,2020-03-01T18:25:08Z,FALSE,NA,1234182902319079424,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 150-35 115 AVE, PRIVATE DWELLING FIRE 2ND FL, UNDER CONTROL",FALSE,10,NA,2020-03-01T03:39:42Z,FALSE,NA,1233960075523432449,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,0,FALSE,FALSE,NA,NA
"QNS 2-ALARM IFO 85-15 165 AVE, BRUSH FIRE (GATEWAY PARK) UNDER CONTROL",FALSE,19,NA,2020-02-29T22:05:04Z,FALSE,NA,1233875863797719042,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,3,FALSE,FALSE,NA,NA
"QNS 2-ALARM IFO 85-15 165 AVE, BRUSH FIRE (GATEWAY PARK)",FALSE,11,NA,2020-02-29T20:45:29Z,FALSE,NA,1233855835715055617,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,3,FALSE,FALSE,NA,NA
"QNS ALL HANDS IFO 85-15 165 AVE, BRUSH FIRE (GATEWAY PARK)",FALSE,11,NA,2020-02-29T20:17:11Z,FALSE,NA,1233848711815495681,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,3,FALSE,FALSE,NA,NA
"BX ALL HANDS 393 E 149 ST, MULTIPLE DWELLING FIRE ON 1ST FLR,",FALSE,3,NA,2020-02-29T17:14:11Z,FALSE,NA,1233802658588381185,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 85-41 ETON ST, PRIVATE DWELLING FIRE,",FALSE,6,NA,2020-02-29T12:01:04Z,FALSE,NA,1233723859788062720,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"MAN ALL HANDS 1111 PARK AVE, MULTIPLE DWELLING FIRE 4TH FLR, UNDER CONTROL",FALSE,12,NA,2020-02-29T11:18:29Z,FALSE,NA,1233713143345446913,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"MAN ALL HANDS 1111 PARK AVE, MULTIPLE DWELLING FIRE 4TH FLR,",FALSE,9,NA,2020-02-29T10:41:48Z,FALSE,NA,1233703913339129861,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BX ALL HANDS 3224 SCHLEY AVE, PRIVATE DWELLING FIRE ON 1ST FLR,",FALSE,8,NA,2020-02-29T07:26:08Z,FALSE,NA,1233654672382029832,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"MAN ALL HANDS 204 E 13 ST, MULTIPLE DWELLING FIRE ON 3RD FLR,",FALSE,11,NA,2020-02-29T06:26:30Z,FALSE,NA,1233639663937753089,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BX ALL HANDS 3339 FISH AVE, PRIVATE DWELLING FIRE 2RD FLR, UNDER CONTROL",FALSE,9,NA,2020-02-29T06:23:02Z,FALSE,NA,1233638791598026753,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 1188 FULTON ST, COMMERCIAL FIRE STORE, UNDER CONTROL",FALSE,7,NA,2020-02-29T05:58:13Z,FALSE,NA,1233632545595699201,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"QNS ALL HANDS 40-20 249 STREET, PRIVATE DWELLING FIRE IN BASEMENT, UNDER CONTROL",FALSE,6,NA,2020-02-29T05:56:57Z,FALSE,NA,1233632227910733824,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BX ALL HANDS 3339 FISH AVE, PRIVATE DWELLING FIRE 2RD FLR,",FALSE,7,NA,2020-02-29T05:44:14Z,FALSE,NA,1233629029342814208,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 188 FULTON ST, COMMERCIAL FIRE STORE,",FALSE,5,NA,2020-02-29T05:43:39Z,FALSE,NA,1233628878666653697,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 1357 EASTERN PKWY, MULTIPLE DWELLING FIRE IN APT 1A, UNDER CONTROL",FALSE,12,NA,2020-02-29T00:18:55Z,FALSE,NA,1233547158613319681,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 1357 EASTERN PKWY, FIRE IN APT 1A,",FALSE,12,NA,2020-02-28T23:38:02Z,FALSE,NA,1233536868693749760,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BKLYN 2-ALARM 372 TEN EYCK ST, COMMERCIAL FIRE ON 1ST FLR, UNDER CONTROL",FALSE,11,NA,2020-02-28T20:42:42Z,FALSE,NA,1233492745567834113,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 601 VANSINDEREN AVE, COMMERCIAL RUBBISH FIRE IN REAR OF FACTORY,",FALSE,8,NA,2020-02-28T17:48:12Z,FALSE,NA,1233448832358375425,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BKLYN 2-ALARM 372 TEN EYCK ST, COMMERCIAL FIRE ON 1ST FLR,",FALSE,14,NA,2020-02-28T17:31:19Z,FALSE,NA,1233444582127472642,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"QNS ALL HANDS 108-55 67 DR, PRIVATE DWELLING FIRE ON ROOF, UNDER CONTROL",FALSE,12,NA,2020-02-28T11:32:44Z,FALSE,NA,1233354343149178880,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 349 CLIFTON PL, MULTIPLE DWELLING FIRE ON THE TOP FLR, UNDER CONTROL",FALSE,14,NA,2020-02-28T09:50:26Z,FALSE,NA,1233328598137876480,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,3,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 349 CLIFTON PL, MULTIPLE DWELLING FIRE ON THE TOP FLR,",FALSE,8,NA,2020-02-28T09:40:17Z,FALSE,NA,1233326043211214849,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 3044 AVE V, MULTIPLE DWELLING FRE ON THE 2ND FLR, UNDER CONTROL",FALSE,12,NA,2020-02-28T00:53:31Z,FALSE,NA,1233193477942411265,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 527 GRAND ST, SCAFFOLDING COLLAPSE, UNDER CONTROL",FALSE,13,NA,2020-02-27T23:55:24Z,FALSE,NA,1233178852723027968,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,3,FALSE,FALSE,NA,NA
"BX ALL HANDS 100 ASCH LOOP, MULTIPLE DWELLING FIRE ON 22ND FLR,",FALSE,10,NA,2020-02-27T03:34:01Z,FALSE,NA,1232871479798325249,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"QNS ALL HANDS 113-01 203 ST, PRIVATE DWELLING FIRE ON THE 2ND AND 3RD FLR, UNDER CONTROL",FALSE,13,NA,2020-02-26T22:06:37Z,FALSE,NA,1232789089839124486,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 113-01 203 ST, PRIVATE DWELLING FIRE ON THE 3RD FLR,",FALSE,10,NA,2020-02-26T21:26:45Z,FALSE,NA,1232779055730241541,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 150-08 LIBERTY AVE, COMMERCIAL FIRE IN THE BASEMENT, UNDER CONTROL",FALSE,12,NA,2020-02-26T16:36:59Z,FALSE,NA,1232706135389540352,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 150-10 LIBERTY AVE, COMMERCIAL FIRE IN THE BASEMENT,",FALSE,10,NA,2020-02-26T15:59:58Z,FALSE,NA,1232696817038524416,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 151 89 ST, MULTIPLE DWELLING FIRE IN BASEMENT LAUNDRY ROOM, UNDER CONTROL",FALSE,15,NA,2020-02-25T16:47:15Z,FALSE,NA,1232346328333737986,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 151 89 ST, FIRE IN BASEMENT LAUNDRY ROOM,",FALSE,10,NA,2020-02-25T16:40:17Z,FALSE,NA,1232344577014718464,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 1040 METROPOLITAN AVE, MULTIPLE DWELLING FIRE IN THE ELEVATOR SHAFT,",FALSE,11,NA,2020-02-24T19:05:45Z,FALSE,NA,1232018798099730432,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BX ALL HANDS 421 E 168 ST, MULTIPLE DWELLING RUBBISH FIIRE IN THE REAR WITH EXTENSION TO THE 2ND FLR, UNDER CONTROL",FALSE,11,NA,2020-02-23T21:58:49Z,FALSE,NA,1231699960149790720,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BX ALL HANDS 421 E 168 ST, MULTIPLE DWELLING RUBBISH FIIRE ON THE 1ST FLR,",FALSE,7,NA,2020-02-23T21:41:36Z,FALSE,NA,1231695629165957120,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 119-05 89 AVE, PRIVATE DWELLING FIRE IN THE BASEMENT, UNDER CONTROL",FALSE,10,NA,2020-02-23T19:02:48Z,FALSE,NA,1231655664247869440,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"QNS ALL HANDS 119-05 89 AVE, PRIVATE DWELLING FIRE IN THE BASEMENT,",FALSE,7,NA,2020-02-23T18:50:19Z,FALSE,NA,1231652525209772037,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"QNS ALL HANDS 90-10 149 ST, MULTIPLE DWELLING FIRE IN THE BASEMENT, UNDER CONTROL",FALSE,10,NA,2020-02-23T00:27:28Z,FALSE,NA,1231374984192368645,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"QNS ALL HANDS 110-10 164 ST, PRIVATE DWELLING 1ST FLR, UNDER CONTROL",FALSE,10,NA,2020-02-22T14:47:51Z,FALSE,NA,1231229118836072453,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 110-10 164 ST, PRIVATE DWELLING 1ST FLR,",FALSE,12,NA,2020-02-22T14:26:26Z,FALSE,NA,1231223729956544512,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 107-39 159 ST, MULTIPLE DWELLING FIRE ON 2ND FLR, UNDER CONTROL",FALSE,10,NA,2020-02-22T06:06:14Z,FALSE,NA,1231097848189550592,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"MAN ALL HANDS 620 8 AVE, HIGH RISE DUCT WORK 2ND FLR FIRE, UNDER CONTROL",FALSE,20,NA,2020-02-22T04:18:13Z,FALSE,NA,1231070665761050624,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,7,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS HENRY ST, COMMERCIAL FIRE IN STORAGE FACILITY BASE OF BROOKLYN BRIDGE, UNDER CONTROL",FALSE,13,NA,2020-02-22T04:03:50Z,FALSE,NA,1231067047267880960,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"MAN ALL HANDS 620 8 AVE, HIGH RISE DUCT WORK 2ND FLR FIRE,",FALSE,11,NA,2020-02-22T03:48:26Z,FALSE,NA,1231063169700900864,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS HENRY ST, COMMERCIAL FIRE IN STORAGE FACILITY BASE OF BROOKLYN BRIDGE,",FALSE,20,NA,2020-02-22T03:26:36Z,FALSE,NA,1231057676420907010,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,3,FALSE,FALSE,NA,NA
"MAN ALL HANDS 620 8 AVE, HIGH RISE",FALSE,19,NA,2020-02-22T03:21:48Z,FALSE,NA,1231056468130041856,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"MAN ALL HANDS 189 BOWERY, MULTIPLE DWELLING LARGE RUBBISH FIRE IN REAR OF THE HOTEL, UNDER CONTROL",FALSE,15,NA,2020-02-22T00:34:33Z,FALSE,NA,1231014375936462848,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 224-10 59 AVE, PRIVATE DWELLING FIRE ON 2ND FLR REAR, UNDER CONTROL",FALSE,10,NA,2020-02-21T17:27:08Z,FALSE,NA,1230906816537747457,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 224-10 59 AVE, PRIVATE DWELLING FIRE ON TOP FLR,",FALSE,7,NA,2020-02-21T17:12:02Z,FALSE,NA,1230903014820544515,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"SI ALL HANDS 393 TOMPKINS AVE, COMMERCIAL FIRE IN LAUNDROMAT, UNDER CONTROL",FALSE,15,NA,2020-02-21T14:31:32Z,FALSE,NA,1230862624998481920,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"SI ALL HANDS 393 TOMPKINS AVE, COMMERCIAL FIRE IN LAUNDROMAT,",FALSE,11,NA,2020-02-21T14:18:53Z,FALSE,NA,1230859438480936962,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"MAN 2-ALARM 22 BRADHURST AVE, MULTIPLE DWELLING FIRE IN 3RD FLR SHAFT, UNDER CONTROL",FALSE,18,NA,2020-02-21T08:56:42Z,FALSE,NA,1230778359031922688,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"MAN 2-ALARM 22 BRADHURST AVE, MULTIPLE DWELLING FIRE ON 5TH FLR,",FALSE,10,NA,2020-02-21T07:39:40Z,FALSE,NA,1230758975542444034,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"MAN ALL HANDS 22 BRADHURST AVE, MULTIPLE DWELLING FIRE ON 5TH FLR,",FALSE,14,NA,2020-02-21T07:27:46Z,FALSE,NA,1230755980394123265,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BX ALL HANDS 1500 NOBLE AVE, MULTIPLE DWELLING FIRE ON 1ST FLR, UNDER CONTROL",FALSE,10,NA,2020-02-21T00:17:06Z,FALSE,NA,1230647598949830656,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BX ALL HANDS 1500 NOBLE AVE, FIRE ON 1ST FLR,",FALSE,11,NA,2020-02-20T23:41:46Z,FALSE,NA,1230638707876728832,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 136-71 ROOSEVELT AVE, COMMERCIAL 1 ST FLR FIRE,",FALSE,9,NA,2020-02-20T23:13:27Z,FALSE,NA,1230631579153817601,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 136-71 ROOSEVELT AVE, COMMERCIAL 1 ST FLR,",FALSE,10,NA,2020-02-20T23:12:32Z,FALSE,NA,1230631349796720641,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"MAN ALL HANDS 85 ELLWOOD ST, MULTIPLE DWELLING FIRE 5TH FLR,",FALSE,7,NA,2020-02-20T23:12:21Z,FALSE,NA,1230631302300360710,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 611 E 21 ST, MULTIPLE DWELLING FIRE ON 1ST FLR, UNDER CONTROL",FALSE,11,NA,2020-02-20T08:10:22Z,FALSE,NA,1230404310850207744,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 611 E 21 ST, FIRE ON FIRST FLR,",FALSE,7,NA,2020-02-20T07:49:09Z,FALSE,NA,1230398971367084032,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"SI ALL HANDS 35 HOLLAND AVE, MULTIPLE DWELLING KITCHEN FIRE ON THE 8TH FLR, UNDER CONTROL",FALSE,10,NA,2020-02-20T02:24:43Z,FALSE,NA,1230317327947849729,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 227 KENT AVE, VACANT MULTIPLE DWELLING BASEMENT FIRE, UNDER CONTROL",FALSE,12,NA,2020-02-20T00:22:48Z,FALSE,NA,1230286646341488640,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 227 KENT AVE, VACANT MULTIPLE DWELLING BASEMENT FIRE,",FALSE,12,NA,2020-02-20T00:03:00Z,FALSE,NA,1230281663395045383,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 150-08 87 RD, PRIVATE DWELLING FIRE ON 3RD FLR, UNDER CONTROL",FALSE,8,NA,2020-02-19T23:01:50Z,FALSE,NA,1230266271373168644,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 150-08 87 RD, PRIVATE DWELLING FIRE ON 3RD FLR,",FALSE,7,NA,2020-02-19T22:50:35Z,FALSE,NA,1230263439332925440,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 68-22 MAIN ST, (CONSTUCTION SITE) HIGH PRESSURE GAS MAIN STRUCK BY CONSTRUCTION CREW. EVACUATING EXPOSURES, UNDER CONTROL",FALSE,14,NA,2020-02-19T18:09:51Z,FALSE,NA,1230192791340437504,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,4,FALSE,FALSE,NA,NA
"QNS ALL HANDS 210-39 90 AVE, PRIVATE DWELLING FIRE IN ATTIC, UNDER CONTROL",FALSE,9,NA,2020-02-19T01:35:01Z,FALSE,NA,1229942429534556161,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 210-39 90 AVE, PRIVATE DWELLING FIRE IN ATTIC,",FALSE,13,NA,2020-02-19T01:23:26Z,FALSE,NA,1229939515659255808,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 41-18 60 ST, PRIVATE DWELLING FIRE ON 1 ST FLR, UNDER CONTROL",FALSE,8,NA,2020-02-18T04:35:17Z,FALSE,NA,1229625407227469824,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 41-18 60 ST, PRIVATE DWELLING FIRE ON 1 ST FLR,",FALSE,11,NA,2020-02-18T04:12:20Z,FALSE,NA,1229619631624720384,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 182 BEACH 92 ST, PRIVATE DWELLING FIRE 1ST FLR,",FALSE,14,NA,2020-02-18T01:18:33Z,FALSE,NA,1229575897679835137,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BX ALL HANDS 2679 DECATUR AVE, MULTIPLE DWELLING CO READINGS DISSIPATED, UNDER CONTROL",FALSE,12,NA,2020-02-18T00:29:11Z,FALSE,NA,1229563477129338880,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 963 BERGEN ST, PRIVATE DWELLING FIRE ON 2ND FLR, UNDER CONTROL",FALSE,10,NA,2020-02-17T23:51:55Z,FALSE,NA,1229554099106074631,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 963 BERGEN ST, PRIVATE DWELLING FIRE ON 1ST FLR,",FALSE,7,NA,2020-02-17T23:25:35Z,FALSE,NA,1229547471375937536,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BX ALL HANDS 2240 GRAND CONCOURSE, MULTIPLE DWELLING FIRE 5TH FLR, UNDER CONTROL",FALSE,12,NA,2020-02-17T21:50:24Z,FALSE,NA,1229523516980109314,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BX ALL HANDS 2240 GRAND CONCOURSE, MULTIPLE DWELLING FIRE 5TH FLR,",FALSE,8,NA,2020-02-17T21:23:16Z,FALSE,NA,1229516688984563718,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 134-59 176 ST, PRIVATE DWELLING ELECTRICAL FIRE 2ND FLR, UNDER CONTROL",FALSE,8,NA,2020-02-17T17:50:50Z,FALSE,NA,1229463229363081217,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 5402 CHURCH AVE, COMMERCIAL FIRE IN LAUNDRYMAT, UNDER CONTROL",FALSE,10,NA,2020-02-17T16:44:21Z,FALSE,NA,1229446497030242305,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"BKLYN ALL HANDS 791 KENT AVE, MULTIPLE DWELLING FIRE ON 1ST FLR, UNDER CONTROL",FALSE,16,NA,2020-02-17T13:54:29Z,FALSE,NA,1229403748247724034,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 68-01 OTTO RD, COMMERCIAL RUBBISH FIRE IN SHED, UNDER CONTROL",FALSE,8,NA,2020-02-17T12:31:45Z,FALSE,NA,1229382928674775041,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"MAN ALL HANDS 511 W 25TH ST, COMMERCIAL FIRE IN A STORAGE ROOM 9TH FL, UNDER CONTROL",FALSE,11,NA,2020-02-17T12:16:32Z,FALSE,NA,1229379100202143744,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 91-44 193 ST, PRIVATE DWELLING FIRE ON 1ST FLR AND BASEMENT, UNDER CONTROL",FALSE,16,NA,2020-02-17T04:37:25Z,FALSE,NA,1229263557189128192,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"QNS ALL HANDS 91-44 193 ST, PRIVATE DWELLING FIRE IN BASEMENT,",FALSE,8,NA,2020-02-17T03:57:07Z,FALSE,NA,1229253414934151168,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,1,FALSE,FALSE,NA,NA
"MAN ALL HANDS 8 STONE ST, MULTIPLE DWELLING FIRE APT 1402,",FALSE,13,NA,2020-02-17T00:14:41Z,FALSE,NA,1229197439497854978,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",FDNYAlerts,2,FALSE,FALSE,NA,NA
