bbl,n,created,latitude,longitude
1016467501,8,2019-02-22T17:42:02Z,40.78469039089141,-73.94812380677527
1016467501,8,2019-02-22T17:11:58Z,40.78469039089141,-73.94812380677527
1016490001,1,2019-07-27T09:43:37Z,40.78865270026078,-73.94576618128099
1016490001,1,2019-07-27T09:34:19Z,40.78865270026078,-73.94576618128099
1016490001,1,2019-04-12T17:55:18Z,40.786443443117626,-73.94630603997567
1016490001,1,2019-04-12T17:45:17Z,40.786443443117626,-73.94630603997567
1016780001,10,2019-12-29T05:50:32Z,40.79136260379505,-73.94188532807934
1016960001,2,2019-10-20T22:04:57Z,40.788289762952104,-73.93900985572489
1017280050,1,2019-10-18T21:07:35Z,40.810632637003756,-73.94052105914726
1017280050,1,2019-10-18T19:38:59Z,40.810632637003756,-73.94052105914726
1017630001,5,2019-06-15T14:00:35Z,40.81494492573094,-73.93601219099783
1017630001,5,2019-06-15T13:42:17Z,40.81494492573094,-73.93601219099783
1017830005,4,2019-06-14T22:08:36Z,40.799065348498914,-73.93858462371593
1017870070,4,2019-05-27T20:06:49Z,40.800808982851855,-73.93491692166931
1017870070,4,2019-05-27T20:02:36Z,40.800808982851855,-73.93491692166931
1018070012,1,2019-07-29T16:24:20Z,40.797676358409795,-73.93335971064758
1018070012,1,2019-07-29T15:18:28Z,40.797676358409795,-73.93335971064758
1018650001,23,2019-04-14T15:15:57Z,40.80395044876172,-73.96313506826158
1018650001,23,2019-04-14T14:26:06Z,40.80395044876172,-73.96313506826158
1018730010,5,2019-02-20T18:59:57Z,40.797955134606326,-73.96970456640845
1018730010,5,2019-02-20T18:48:32Z,40.797955134606326,-73.96970456640845
1018730010,5,2019-02-20T18:16:07Z,40.797955134606326,-73.96970456640845
1018730010,5,2019-02-20T18:00:23Z,40.797955134606326,-73.96970456640845
1018870031,12,2019-05-12T10:43:33Z,40.79608682044335,-73.97311482147363
1018870031,12,2019-05-12T10:28:39Z,40.79608682044335,-73.97311482147363
1018930025,3,2019-02-23T21:09:45Z,40.803888751251314,-73.9679211098417
1018930025,3,2019-02-23T21:07:12Z,40.803888751251314,-73.9679211098417
1019470064,30,2020-01-24T08:55:28Z,40.80843836865045,-73.95613911536594
1019470064,30,2020-01-24T08:22:11Z,40.80843836865045,-73.95613911536594
1019580001,146,2020-02-01T09:52:30Z,40.814224280192775,-73.94952055422276
1020070002,3,2019-04-10T10:17:10Z,40.817338848190325,-73.94220586125563
1020110036,2,2019-07-12T07:50:01Z,40.8191999678863,-73.9373340386096
1020110036,2,2019-07-12T07:42:18Z,40.8191999678863,-73.9373340386096
1020110038,13,2019-04-05T15:42:04Z,40.819529759367626,-73.93812134693735
1020160050,65,2019-03-26T14:36:05Z,40.82210872382177,-73.93615705140347
1020160050,65,2019-03-26T13:58:49Z,40.82210872382177,-73.93615705140347
1020310054,18,2019-03-09T08:03:40Z,40.822928753087524,-73.94007649464943
1020360038,54,2019-06-20T07:18:20Z,40.825550854307494,-73.93661985907333
1020440002,6,2020-02-21T08:56:42Z,40.82217040210558,-73.94392510127011
1020440002,6,2020-02-21T07:39:40Z,40.82217040210558,-73.94392510127011
1020440002,6,2020-02-21T07:27:46Z,40.82217040210558,-73.94392510127011
1020460032,10,2020-01-05T01:05:53Z,40.82697385084498,-73.93890574461
1020510054,17,2018-12-31T15:50:00Z,40.823822898110365,-73.94428863824933
1020510054,17,2018-12-31T15:25:01Z,40.823822898110365,-73.94428863824933
1020660019,4,2020-01-01T06:56:34Z,40.82844707979879,-73.94292973597275
1020660019,4,2020-01-01T06:24:57Z,40.82844707979879,-73.94292973597275
1020740042,3,2019-09-13T20:04:11Z,40.82420118397107,-73.94918057275287
1020740042,3,2019-09-13T19:22:58Z,40.82420118397107,-73.94918057275287
1021060003,1,2019-02-25T05:49:14Z,40.829500727256395,-73.93703525936526
1021060003,1,2019-02-25T05:39:32Z,40.829500727256395,-73.93703525936526
1021060320,1,2019-11-12T18:27:25Z,40.832546472789794,-73.93543153557164
1021090024,3,2019-08-31T19:32:42Z,40.834407037585365,-73.93986017339185
1021090024,3,2019-08-31T18:48:26Z,40.834407037585365,-73.93986017339185
1021330060,11,2019-01-01T22:39:25Z,40.846646035234066,-73.93541062078134
1021330060,11,2019-01-01T22:03:39Z,40.846646035234066,-73.93541062078134
1021330066,3,2019-08-06T10:12:57Z,40.84731007119749,-73.93508467644267
1021370080,86,2019-11-23T06:56:22Z,40.83788586391807,-73.94236148033954
1021490265,1,2019-11-04T11:50:14Z,40.85746338224337,-73.92699164532567
1021490265,1,2019-11-04T10:32:42Z,40.85746338224337,-73.92699164532567
1021490265,1,2019-11-04T10:17:33Z,40.85746338224337,-73.92699164532567
1021530001,94,2019-09-20T21:42:33Z,40.8470512109301,-73.9335777135988
1021530001,94,2019-09-20T20:47:24Z,40.8470512109301,-73.9335777135988
1021730015,15,2019-11-30T16:52:16Z,40.86014733262925,-73.92641389208852
1021730015,15,2019-11-30T16:17:55Z,40.86014733262925,-73.92641389208852
1021730029,31,2019-09-23T08:52:40Z,40.86102771196079,-73.92537174456375
1021730029,31,2019-06-14T03:53:50Z,40.860934438978454,-73.92544415283719
1021730029,31,2019-05-23T17:20:00Z,40.86102771196079,-73.92537174456375
1021730029,31,2019-05-23T17:06:07Z,40.86102771196079,-73.92537174456375
1021730029,31,2019-04-10T12:46:26Z,40.861118713007855,-73.92603322228999
1021730029,31,2019-04-10T12:12:08Z,40.861118713007855,-73.92603322228999
1021740111,1,2020-02-20T23:12:21Z,40.86131551338208,-73.92910230908328
1021740224,7,2019-04-06T07:17:42Z,40.861870783321926,-73.9260685381408
1021740224,7,2019-04-06T06:17:15Z,40.861870783321926,-73.9260685381408
1021750027,6,2019-05-03T20:17:33Z,40.86423008742853,-73.92862197440645
1021750027,6,2019-05-03T19:52:26Z,40.86423008742853,-73.92862197440645
1021760074,2,2019-03-08T17:06:25Z,40.847608241506336,-73.93825787762218
1021760074,2,2019-03-08T16:33:23Z,40.847608241506336,-73.93825787762218
1021760074,2,2019-03-08T16:16:57Z,40.847608241506336,-73.93825787762218
1021790274,15,2019-05-12T20:15:54Z,40.85490104440248,-73.93848968798046
1021790365,1,2019-12-25T03:49:01Z,40.85669258153556,-73.93709266062606
1022170009,2,2019-07-16T15:13:07Z,40.86290998383816,-73.92446219508484
1022180001,8,2019-12-26T23:29:33Z,40.86326310115701,-73.92302651709883
1022180001,8,2019-12-26T22:35:07Z,40.86326310115701,-73.92302651709883
1022180001,8,2019-12-26T22:16:18Z,40.86326310115701,-73.92302651709883
1022250004,21,2019-08-19T15:29:50Z,40.86568149577853,-73.92350095571744
1022390021,1,2019-12-19T05:59:13Z,40.86769641970744,-73.92397950565974
1022390021,1,2019-12-19T05:35:37Z,40.86769641970744,-73.92397950565974
2022830053,41,2019-12-10T01:51:38Z,40.80768577085499,-73.91950740093422
2022840062,22,2020-02-01T20:26:22Z,40.808637557936,-73.91860677721063
2022930058,5,2020-01-16T17:55:46Z,40.814674468486714,-73.91653656075259
2022930058,5,2020-01-16T17:46:24Z,40.814674468486714,-73.91653656075259
2023810045,11,2019-05-19T09:37:08Z,40.822617646829436,-73.91277258794514
2024160001,1,2019-07-10T21:08:46Z,40.823066704846745,-73.91881675485497
2024160001,1,2019-07-10T20:05:12Z,40.823066704846745,-73.91881675485497
2024340044,30,2019-04-11T02:59:15Z,40.83005414475582,-73.91418655907765
2024520035,2,2019-08-05T11:16:31Z,40.83224062771363,-73.91648922965125
2024520035,2,2019-08-05T10:48:04Z,40.83224062771363,-73.91648922965125
2024520035,2,2019-08-05T10:10:32Z,40.83224062771363,-73.91648922965125
2024520035,2,2019-08-05T09:48:03Z,40.83224062771363,-73.91648922965125
2024520035,2,2019-08-05T09:35:54Z,40.83224062771363,-73.91648922965125
2024560251,6,2018-12-29T03:33:23Z,40.83239741025811,-73.91695157752036
2024560251,6,2018-12-29T02:53:09Z,40.83239741025811,-73.91695157752036
2024590030,1,2019-11-18T22:33:24Z,40.82627536296195,-73.92293922582886
2024590030,1,2019-11-18T22:15:11Z,40.82627536296195,-73.92293922582886
2025040075,9,2020-01-25T01:36:21Z,40.8322753150208,-73.92717105659786
2025040075,9,2020-01-25T01:29:11Z,40.8322753150208,-73.92717105659786
2025050006,57,2019-04-21T14:00:52Z,40.83417098383823,-73.92571626362835
2025050006,57,2019-04-21T13:51:39Z,40.83417098383823,-73.92571626362835
2025050046,29,2019-03-23T22:09:01Z,40.835238144879284,-73.92489474312427
2025050046,29,2019-03-23T21:58:02Z,40.835238144879284,-73.92489474312427
2025060033,105,2019-10-30T10:59:26Z,40.83803391164006,-73.9232327902938
2025070024,28,2019-08-28T18:49:23Z,40.831762308816316,-73.92757634080255
2025220098,28,2019-09-03T08:32:18Z,40.84318829644202,-73.92296300439696
2025220098,28,2019-09-03T08:17:37Z,40.84318829644202,-73.92296300439696
2025240021,7,2019-07-26T05:26:20Z,40.83100929656087,-73.93047523099517
2025240021,7,2019-07-26T04:56:02Z,40.83100929656087,-73.93047523099517
2025240021,7,2019-07-26T04:20:43Z,40.83100929656087,-73.93047523099517
2025240021,7,2019-07-26T04:01:02Z,40.83100929656087,-73.93047523099517
2025240021,7,2019-07-26T03:44:36Z,40.83100929656087,-73.93047523099517
2025780006,6,2019-12-22T18:45:28Z,40.81030827404408,-73.91011190899562
2026030026,10,2019-05-01T04:24:21Z,40.81267529104657,-73.90134464214002
2026030026,10,2019-05-01T03:44:06Z,40.81267529104657,-73.90134464214002
2026050040,1,2019-03-23T17:34:33Z,40.788969823099876,-73.88443205978199
2026230049,48,2019-03-25T02:42:40Z,40.81461238543977,-73.91060825606351
2026230049,48,2019-03-25T02:33:26Z,40.81461238543977,-73.91060825606351
2026330031,4,2019-06-28T07:09:24Z,40.82631923319608,-73.90453302399918
2026330031,4,2019-06-28T06:35:41Z,40.82631923319608,-73.90453302399918
2026390001,1,2019-07-30T18:42:48Z,40.82417629946951,-73.90537074396869
2026390001,1,2019-07-30T18:15:31Z,40.82417629946951,-73.90537074396869
2026530042,2,2019-02-28T00:49:51Z,40.814169407972386,-73.90580765151535
2027030014,6,2019-03-31T04:09:29Z,40.82098755443284,-73.89650533590704
2027030014,6,2019-03-31T03:55:24Z,40.82098755443284,-73.89650533590704
2027030053,15,2019-03-27T20:03:26Z,40.82100391565176,-73.89638608105489
2027030053,15,2019-03-27T19:38:53Z,40.82100391565176,-73.89638608105489
2027200005,1,2019-09-27T21:35:45Z,40.81468260085312,-73.89923186786936
2027200005,1,2019-09-27T21:16:50Z,40.81468260085312,-73.89923186786936
2027200005,1,2019-03-18T14:42:26Z,40.81468260085312,-73.89923186786936
2027430030,5,2019-03-14T21:59:00Z,40.824294910033046,-73.89052758692546
2027430030,5,2019-03-14T21:42:40Z,40.824294910033046,-73.89052758692546
2027650226,13,2019-11-25T08:09:20Z,40.812586156401174,-73.887906068052
2027650226,13,2019-11-25T07:45:09Z,40.812586156401174,-73.887906068052
2027900010,7,2019-08-20T04:28:58Z,40.8432168005428,-73.90588940580105
2028030002,3,2019-10-16T08:12:15Z,40.8475735505703,-73.9036531230919
2028030002,3,2019-10-16T07:48:30Z,40.8475735505703,-73.9036531230919
2028070015,1,2020-01-15T07:29:01Z,40.851660368541374,-73.9069365594889
2028070015,1,2020-01-15T06:36:54Z,40.851660368541374,-73.9069365594889
2028070015,1,2020-01-15T06:32:38Z,40.851660368541374,-73.9069365594889
2028080012,10,2020-01-06T23:06:52Z,40.850374488721584,-73.90526841005268
2028080012,10,2020-01-06T22:33:53Z,40.850374488721584,-73.90526841005268
2028130003,5,2019-12-27T04:55:50Z,40.85178431590223,-73.90411693266068
2028130003,5,2019-12-27T04:32:07Z,40.85178431590223,-73.90411693266068
2028300025,2,2019-12-24T18:51:07Z,40.837521899352836,-73.9133710250439
2028300025,2,2019-12-24T18:16:45Z,40.837521899352836,-73.9133710250439
2028320030,2,2019-09-03T22:02:11Z,40.84004402224376,-73.91301717836832
2028320030,2,2019-09-03T20:39:07Z,40.84004402224376,-73.91301717836832
2028330014,5,2019-02-25T00:41:31Z,40.84020956835147,-73.91416984533421
2028330014,5,2019-02-25T00:39:48Z,40.84020956835147,-73.91416984533421
2028360012,99,2019-10-05T03:46:35Z,40.842209043174464,-73.91228428654
2028360012,99,2019-10-05T01:55:56Z,40.842209043174464,-73.91228428654
2028360012,99,2019-10-05T01:19:31Z,40.842209043174464,-73.91228428654
2028360012,99,2019-10-05T00:35:07Z,40.842209043174464,-73.91228428654
2028400008,31,2019-03-31T05:54:04Z,40.838796178585,-73.91813258838923
2028400008,31,2019-03-31T05:07:29Z,40.838796178585,-73.91813258838923
2028400022,1,2019-09-26T19:24:13Z,40.83790113882695,-73.91776145510242
2028610067,11,2019-12-12T23:22:46Z,40.84826447801015,-73.91308956214071
2028610067,11,2019-12-12T23:16:10Z,40.84826447801015,-73.91308956214071
2028650110,7,2020-01-28T17:06:48Z,40.845952483522396,-73.91550336533253
2028650110,7,2020-01-28T15:53:13Z,40.845952483522396,-73.91550336533253
2028760200,7,2019-06-01T16:32:10Z,40.84722410484452,-73.91663306838426
2028760200,7,2019-06-01T16:10:58Z,40.84722410484452,-73.91663306838426
2028790240,12,2019-09-03T06:58:33Z,40.853223896961374,-73.91644842496252
2029380014,3,2019-05-26T17:50:01Z,40.83468884770117,-73.89613710208378
2029400011,35,2019-12-24T11:38:39Z,40.837575507582976,-73.88939626268355
2029400011,35,2019-12-24T11:13:37Z,40.837575507582976,-73.88939626268355
2029520046,21,2019-07-27T10:43:19Z,40.84101005392202,-73.89035190285216
2029520046,21,2019-07-27T08:50:23Z,40.84101005392202,-73.89035190285216
2029520046,21,2019-07-27T08:47:07Z,40.84101005392202,-73.89035190285216
2029540029,13,2019-10-29T22:12:14Z,40.84255929703139,-73.88876633698771
2029620042,65,2019-04-26T00:18:40Z,40.83245506944206,-73.89660313429964
2029620042,65,2019-04-25T23:38:48Z,40.83245506944206,-73.89660313429964
2029650051,21,2019-07-21T08:16:48Z,40.83456930298257,-73.89446050915083
2030100012,17,2019-12-16T17:02:05Z,40.835117310805515,-73.88487589768442
2030410043,7,2020-01-04T22:59:07Z,40.85945325757256,-73.89196636708384
2030610036,7,2019-06-06T03:18:47Z,40.84748868217619,-73.89449061342629
2030690093,9,2019-10-13T19:19:47Z,40.847905457297124,-73.89108511814386
2030790022,1,2020-01-21T19:37:21Z,40.84726079615339,-73.89145123199211
2030790022,1,2020-01-21T19:29:00Z,40.84726079615339,-73.89145123199211
2030800019,31,2019-08-13T04:55:59Z,40.84851441552514,-73.89069736881176
2030870009,8,2020-01-30T13:38:14Z,40.85361936331332,-73.88762725728849
2030870009,8,2020-01-30T12:57:58Z,40.85361936331332,-73.88762725728849
2030870033,3,2019-12-16T21:33:11Z,40.852568002137765,-73.8874844444398
2030980001,6,2019-09-19T20:00:18Z,40.84919233267103,-73.88781184889592
2031000065,4,2019-06-09T07:29:27Z,40.85049349134621,-73.88519267330744
2031000065,4,2019-06-09T06:43:30Z,40.85049349134621,-73.88519267330744
2031010023,11,2020-01-08T14:44:14Z,40.85123186636186,-73.88524200401147
2031010023,11,2020-01-08T13:31:45Z,40.85123186636186,-73.88524200401147
2031020047,3,2019-08-13T07:41:29Z,40.85240472418132,-73.88337117091983
2031050007,1,2019-03-22T13:28:57Z,40.85486195926984,-73.88408983254885
2031140008,3,2019-07-12T12:29:12Z,40.85144291480686,-73.88222700812443
2031140052,14,2019-03-26T01:11:42Z,40.852801142406804,-73.88183421120402
2031140067,2,2018-12-27T23:45:32Z,40.85261181730948,-73.88189238323308
2031140067,2,2018-12-27T22:30:54Z,40.85261181730948,-73.88189238323308
2031140067,2,2018-12-27T22:19:12Z,40.85261181730948,-73.88189238323308
2031170023,1,2019-05-07T09:07:42Z,40.84388448342428,-73.88544262031108
2031170023,1,2019-05-07T08:49:29Z,40.843945218150076,-73.88579671309012
2031270035,2,2018-12-28T21:52:43Z,40.84311514616231,-73.88190924398607
2031270035,2,2018-12-28T20:55:33Z,40.84311514616231,-73.88190924398607
2031340009,38,2020-01-09T01:25:46Z,40.845066204759696,-73.87884806561841
2031400007,2,2019-05-21T10:16:25Z,40.84233467981817,-73.8783362136519
2031400007,2,2019-05-21T09:45:04Z,40.84233467981817,-73.8783362136519
2031430018,101,2019-06-14T13:13:28Z,40.853280947740814,-73.89859502842131
2031430018,101,2019-06-14T12:55:53Z,40.853280947740814,-73.89859502842131
2031510026,1,2019-03-06T11:00:34Z,40.85880856232911,-73.89834800600741
2031510026,1,2019-03-06T10:36:19Z,40.85880856232911,-73.89834800600741
2031520001,2,2019-10-22T20:31:51Z,40.85930236875324,-73.89807611929075
2031520001,2,2019-10-22T19:59:16Z,40.85930236875324,-73.89807611929075
2031560003,20,2020-01-11T06:33:15Z,40.85279093640049,-73.90329493588406
2031560136,2,2020-01-17T21:01:41Z,40.85356071752028,-73.90154426289172
2031570059,38,2020-01-11T07:21:14Z,40.854698525135476,-73.90009664163529
2031570059,38,2020-01-11T06:48:12Z,40.854698525135476,-73.90009664163529
2031580041,3,2020-01-19T03:26:50Z,40.856127989351926,-73.89949080279352
2031600014,135,2019-12-08T06:33:11Z,40.85368900621036,-73.90395513624917
2031630021,3,2019-07-04T18:12:11Z,40.85720992516101,-73.90009286924857
2031640001,21,2019-05-23T10:35:07Z,40.858017453095115,-73.90077128049289
2031680052,35,2019-05-05T22:23:03Z,40.864997793412606,-73.89520399133355
2031790031,8,2019-06-30T15:43:00Z,40.85571857885471,-73.90545238797914
2031960058,12,2019-05-17T07:45:44Z,40.858498590820126,-73.90500016984734
2031980042,8,2019-03-08T05:46:03Z,40.859840072561575,-73.90418123611565
2032090009,1,2020-01-21T01:42:28Z,40.85981400055992,-73.9058514592573
2032090009,1,2020-01-21T01:07:18Z,40.85981400055992,-73.9058514592573
2032090060,5,2019-05-07T19:19:44Z,40.86013720827848,-73.90503759569498
2032090060,5,2019-05-07T19:00:08Z,40.86013720827848,-73.90503759569498
2032120015,22,2019-02-25T00:57:31Z,40.86037216481708,-73.90707258998889
2032120015,22,2019-02-25T00:47:29Z,40.86037216481708,-73.90707258998889
2032130033,48,2019-03-31T09:38:07Z,40.863481111808184,-73.9027732459544
2032130033,48,2019-03-31T09:04:55Z,40.863481111808184,-73.9027732459544
2032490010,15,2020-01-03T05:54:36Z,40.87095750810845,-73.89938522584337
2032500121,12,2020-02-14T09:18:54Z,40.87276028685954,-73.89882927681202
2032500121,12,2020-02-14T09:18:08Z,40.87276028685954,-73.89882927681202
2032520117,2,2019-04-14T19:26:36Z,40.88288953136945,-73.89123755583672
2032660109,2,2019-10-19T19:18:47Z,40.8782670580823,-73.90309515581207
2032660109,2,2019-10-19T18:40:07Z,40.8782670580823,-73.90309515581207
2032820042,5,2020-02-18T00:29:11Z,40.864330833089554,-73.8893264565085
2032870001,11,2019-06-02T22:39:43Z,40.86398784745352,-73.89233499674306
2032870001,11,2019-06-02T22:04:24Z,40.86398784745352,-73.89233499674306
2032920001,15,2019-04-22T02:24:40Z,40.8691590076435,-73.88399259888972
2032920062,3,2019-09-08T02:33:13Z,40.8698710367071,-73.88514475481661
2033150054,6,2019-12-22T04:43:21Z,40.86971529901497,-73.89155197227605
2033180020,46,2019-04-25T04:31:25Z,40.869987570967304,-73.89511296707015
2033180034,7,2019-12-15T21:51:53Z,40.870008328065744,-73.89380044429569
2033560003,23,2019-06-28T10:18:26Z,40.87945607121145,-73.87511496774461
2033560003,23,2019-06-28T10:11:03Z,40.87945607121145,-73.87511496774461
2034327501,1,2019-03-03T08:33:10Z,40.80689224906887,-73.85256981283202
2034327501,1,2019-03-03T08:24:27Z,40.80689224906887,-73.85256981283202
2035940021,1,2019-07-07T17:04:43Z,40.81950026316498,-73.867358518003
2035940021,1,2019-07-07T16:48:21Z,40.81950026316498,-73.867358518003
2036270030,146,2020-02-12T13:06:11Z,40.82084016191079,-73.87264889941089
2036270030,146,2020-02-12T12:50:02Z,40.82084016191079,-73.87264889941089
2036420030,90,2019-08-26T02:25:45Z,40.82215381506686,-73.8621720769862
2036680001,9,2019-01-01T17:39:49Z,40.82462798421601,-73.86086619625645
2036880027,2,2020-01-24T16:51:35Z,40.8266475673002,-73.85163355124686
2036880027,2,2020-01-24T15:38:04Z,40.8266475673002,-73.85163355124686
2037250001,1,2019-02-27T11:06:34Z,40.825291363922815,-73.86713379261352
2037390022,2,2019-03-25T19:52:44Z,40.8270426220019,-73.87975531075101
2037390022,2,2019-03-25T19:15:23Z,40.8270426220019,-73.87975531075101
2037440029,17,2019-11-12T08:17:31Z,40.82753065876559,-73.8741211884749
2037440029,17,2019-11-12T08:06:48Z,40.82753065876559,-73.8741211884749
2037490001,210,2019-11-09T00:48:31Z,40.82972538646341,-73.8706950639468
2037490001,210,2019-11-09T00:34:49Z,40.82972538646341,-73.8706950639468
2037930039,8,2019-10-09T00:21:25Z,40.831706000888445,-73.85811228962753
2038950001,39,2020-02-21T00:17:06Z,40.83724680170865,-73.87149718589308
2038950001,39,2020-02-20T23:41:46Z,40.83724680170865,-73.87149718589308
2039200021,17,2019-04-15T11:14:09Z,40.838075499007054,-73.86648304911752
2039250025,5,2020-01-18T01:07:20Z,40.83949212679671,-73.8667910115478
2039250025,5,2020-01-18T00:46:33Z,40.83949212679671,-73.8667910115478
2039970050,1,2019-12-30T16:57:51Z,40.84220938811156,-73.85107840424845
2042570067,1,2020-01-06T14:17:34Z,40.85001815629115,-73.8668494525232
2042740064,31,2019-10-27T22:10:29Z,40.85338653049724,-73.85376084440992
2042920014,24,2019-04-24T12:58:08Z,40.85340003851743,-73.86483648294009
2043200014,12,2019-06-07T18:27:18Z,40.85585755699852,-73.86569906649564
2045060040,50,2019-03-04T05:07:49Z,40.86739623975237,-73.87046273056264
2046290050,1,2020-01-28T01:17:19Z,40.87683109300501,-73.86681022139398
2046290050,1,2020-01-28T00:55:50Z,40.87683109300501,-73.86681022139398
2046550001,18,2019-02-26T00:21:14Z,40.884867290124696,-73.86423003373268
2046550001,18,2019-02-26T00:04:12Z,40.884867290124696,-73.86423003373268
2047130001,59,2019-10-29T15:27:52Z,40.87737548218936,-73.84969785087894
