input_location,latitude,longitude,bbl,fireBattalion,censusTract2010,communityDistrict,report_date,borough,case_type,cases,individuals
1335 EAST 14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67-75 AUSTIN ST,40.72323592847723,-73.85317337315627,4031670002,50, 71305,406,12/31/2019,Queens,ADULT FAMILY,5,10
67-75 AUSTIN ST,40.72323592847723,-73.85317337315627,4031670002,50, 71305,406,12/31/2019,Queens,FAMILY WITH CHILDREN,13,35
67-75 AUSTIN ST,40.72323592847723,-73.85317337315627,4031670002,50, 71305,406,12/31/2019,Queens,SINGLE ADULT,22,22
67-75 AUSTIN ST,40.72323592847723,-73.85317337315627,4031670002,50, 71305,406,12/31/2019,Queens,ADULT FAMILY,5,10
67-75 AUSTIN ST,40.72323592847723,-73.85317337315627,4031670002,50, 71305,406,12/31/2019,Queens,FAMILY WITH CHILDREN,13,35
67-75 AUSTIN ST,40.72323592847723,-73.85317337315627,4031670002,50, 71305,406,12/31/2019,Queens,SINGLE ADULT,22,22
38 FEATHERBED LA,40.845952483522396,-73.91550336533253,2028650110,17, 217  ,205,12/31/2019,Bronx,ADULT FAMILY,83,177
38 FEATHERBED LA,40.845952483522396,-73.91550336533253,2028650110,17, 217  ,205,12/31/2019,Bronx,FAMILY WITH CHILDREN,502,1549
38 FEATHERBED LA,40.845952483522396,-73.91550336533253,2028650110,17, 217  ,205,12/31/2019,Bronx,SINGLE ADULT,303,303
38 FEATHERBED LA,40.845952483522396,-73.91550336533253,2028650110,17, 217  ,205,12/31/2019,Bronx,ADULT FAMILY,83,177
38 FEATHERBED LA,40.845952483522396,-73.91550336533253,2028650110,17, 217  ,205,12/31/2019,Bronx,FAMILY WITH CHILDREN,502,1549
38 FEATHERBED LA,40.845952483522396,-73.91550336533253,2028650110,17, 217  ,205,12/31/2019,Bronx,SINGLE ADULT,303,303
803 FORBELL ST,40.66459489069703,-73.86061246591132,3045550001,39,1220  ,305,12/31/2019,Brooklyn,ADULT FAMILY,116,247
803 FORBELL ST,40.66459489069703,-73.86061246591132,3045550001,39,1220  ,305,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,583,1835
803 FORBELL ST,40.66459489069703,-73.86061246591132,3045550001,39,1220  ,305,12/31/2019,Brooklyn,SINGLE ADULT,571,571
619 W 114 ST,40.80717361951065,-73.96594362083314,1018960009,11, 205  ,109,12/31/2019,Manhattan,ADULT FAMILY,32,66
619 W 114 ST,40.80717361951065,-73.96594362083314,1018960009,11, 205  ,109,12/31/2019,Manhattan,FAMILY WITH CHILDREN,149,444
619 W 114 ST,40.80717361951065,-73.96594362083314,1018960009,11, 205  ,109,12/31/2019,Manhattan,SINGLE ADULT,199,199
3075 RICHMOND TER,40.637962813357134,-74.16198462247642,5012080020,22, 31902,501,12/31/2019,Staten Island,ADULT FAMILY,52,110
3075 RICHMOND TER,40.637962813357134,-74.16198462247642,5012080020,22, 31902,501,12/31/2019,Staten Island,FAMILY WITH CHILDREN,196,677
3075 RICHMOND TER,40.637962813357134,-74.16198462247642,5012080020,22, 31902,501,12/31/2019,Staten Island,SINGLE ADULT,171,171
3075 RICHMOND TER,40.637962813357134,-74.16198462247642,5012080020,22, 31902,501,12/31/2019,Staten Island,ADULT FAMILY,52,110
3075 RICHMOND TER,40.637962813357134,-74.16198462247642,5012080020,22, 31902,501,12/31/2019,Staten Island,FAMILY WITH CHILDREN,196,677
3075 RICHMOND TER,40.637962813357134,-74.16198462247642,5012080020,22, 31902,501,12/31/2019,Staten Island,SINGLE ADULT,171,171
12 E 31 ST,40.74621160695459,-73.98520329010798,1008600074,07,  74  ,105,12/31/2019,Manhattan,ADULT FAMILY,4,8
12 E 31 ST,40.74621160695459,-73.98520329010798,1008600074,07,  74  ,105,12/31/2019,Manhattan,FAMILY WITH CHILDREN,20,58
12 E 31 ST,40.74621160695459,-73.98520329010798,1008600074,07,  74  ,105,12/31/2019,Manhattan,SINGLE ADULT,60,60
3444 WHITE PLAINS RD,40.87683109300501,-73.86681022139398,2046290050,27, 374  ,212,12/31/2019,Bronx,ADULT FAMILY,87,185
3444 WHITE PLAINS RD,40.87683109300501,-73.86681022139398,2046290050,27, 374  ,212,12/31/2019,Bronx,FAMILY WITH CHILDREN,427,1386
3444 WHITE PLAINS RD,40.87683109300501,-73.86681022139398,2046290050,27, 374  ,212,12/31/2019,Bronx,SINGLE ADULT,340,340
3444 WHITE PLAINS RD,40.87683109300501,-73.86681022139398,2046290050,27, 374  ,212,12/31/2019,Bronx,ADULT FAMILY,87,185
3444 WHITE PLAINS RD,40.87683109300501,-73.86681022139398,2046290050,27, 374  ,212,12/31/2019,Bronx,FAMILY WITH CHILDREN,427,1386
3444 WHITE PLAINS RD,40.87683109300501,-73.86681022139398,2046290050,27, 374  ,212,12/31/2019,Bronx,SINGLE ADULT,340,340
80-03 257 ST,40.74397107180739,-73.71370000167987,4087130038,53,157902,413,12/31/2019,Queens,ADULT FAMILY,33,70
80-03 257 ST,40.74397107180739,-73.71370000167987,4087130038,53,157902,413,12/31/2019,Queens,FAMILY WITH CHILDREN,150,470
80-03 257 ST,40.74397107180739,-73.71370000167987,4087130038,53,157902,413,12/31/2019,Queens,SINGLE ADULT,172,172
80-03 257 ST,40.74397107180739,-73.71370000167987,4087130038,53,157902,413,12/31/2019,Queens,ADULT FAMILY,33,70
80-03 257 ST,40.74397107180739,-73.71370000167987,4087130038,53,157902,413,12/31/2019,Queens,FAMILY WITH CHILDREN,150,470
80-03 257 ST,40.74397107180739,-73.71370000167987,4087130038,53,157902,413,12/31/2019,Queens,SINGLE ADULT,172,172
88-49 161 ST,40.70730845290804,-73.80051952446998,4097670007,50, 44602,412,12/31/2019,Queens,ADULT FAMILY,92,194
88-49 161 ST,40.70730845290804,-73.80051952446998,4097670007,50, 44602,412,12/31/2019,Queens,FAMILY WITH CHILDREN,386,1209
88-49 161 ST,40.70730845290804,-73.80051952446998,4097670007,50, 44602,412,12/31/2019,Queens,SINGLE ADULT,424,424
234-16 UNION TNPK,40.73772844330684,-73.73745639954821,4079200007,53,1301  ,413,12/31/2019,Queens,ADULT FAMILY,33,70
234-16 UNION TNPK,40.73772844330684,-73.73745639954821,4079200007,53,1301  ,413,12/31/2019,Queens,FAMILY WITH CHILDREN,150,470
234-16 UNION TNPK,40.73772844330684,-73.73745639954821,4079200007,53,1301  ,413,12/31/2019,Queens,SINGLE ADULT,172,172
234-16 UNION TNPK,40.73772844330684,-73.73745639954821,4079200007,53,1301  ,413,12/31/2019,Queens,ADULT FAMILY,33,70
234-16 UNION TNPK,40.73772844330684,-73.73745639954821,4079200007,53,1301  ,413,12/31/2019,Queens,FAMILY WITH CHILDREN,150,470
234-16 UNION TNPK,40.73772844330684,-73.73745639954821,4079200007,53,1301  ,413,12/31/2019,Queens,SINGLE ADULT,172,172
106 MULBERRY ST,40.71741183522097,-73.99838028001751,1002050004,04,  41  ,102,12/31/2019,Manhattan,ADULT FAMILY,0,0
106 MULBERRY ST,40.71741183522097,-73.99838028001751,1002050004,04,  41  ,102,12/31/2019,Manhattan,FAMILY WITH CHILDREN,8,22
106 MULBERRY ST,40.71741183522097,-73.99838028001751,1002050004,04,  41  ,102,12/31/2019,Manhattan,SINGLE ADULT,24,24
106 MULBERRY ST,40.71741183522097,-73.99838028001751,1002050004,04,  41  ,102,12/31/2019,Manhattan,ADULT FAMILY,0,0
106 MULBERRY ST,40.71741183522097,-73.99838028001751,1002050004,04,  41  ,102,12/31/2019,Manhattan,FAMILY WITH CHILDREN,8,22
106 MULBERRY ST,40.71741183522097,-73.99838028001751,1002050004,04,  41  ,102,12/31/2019,Manhattan,SINGLE ADULT,24,24
66-69 FOREST AVE,40.70549926613157,-73.90227510131679,4035010008,51, 587  ,405,12/31/2019,Queens,ADULT FAMILY,20,42
66-69 FOREST AVE,40.70549926613157,-73.90227510131679,4035010008,51, 587  ,405,12/31/2019,Queens,FAMILY WITH CHILDREN,37,108
66-69 FOREST AVE,40.70549926613157,-73.90227510131679,4035010008,51, 587  ,405,12/31/2019,Queens,SINGLE ADULT,61,61
66-69 FOREST AVE,40.70549926613157,-73.90227510131679,4035010008,51, 587  ,405,12/31/2019,Queens,ADULT FAMILY,20,42
66-69 FOREST AVE,40.70549926613157,-73.90227510131679,4035010008,51, 587  ,405,12/31/2019,Queens,FAMILY WITH CHILDREN,37,108
66-69 FOREST AVE,40.70549926613157,-73.90227510131679,4035010008,51, 587  ,405,12/31/2019,Queens,SINGLE ADULT,61,61
688 SENECA AVE,40.70300902523016,-73.90804212563015,4034530035,45, 549  ,405,12/31/2019,Queens,ADULT FAMILY,20,42
688 SENECA AVE,40.70300902523016,-73.90804212563015,4034530035,45, 549  ,405,12/31/2019,Queens,FAMILY WITH CHILDREN,37,108
688 SENECA AVE,40.70300902523016,-73.90804212563015,4034530035,45, 549  ,405,12/31/2019,Queens,SINGLE ADULT,61,61
690 SENECA AVE,40.70298154012486,-73.90799527754446,4034530035,45, 549  ,405,12/31/2019,Queens,ADULT FAMILY,20,42
690 SENECA AVE,40.70298154012486,-73.90799527754446,4034530035,45, 549  ,405,12/31/2019,Queens,FAMILY WITH CHILDREN,37,108
690 SENECA AVE,40.70298154012486,-73.90799527754446,4034530035,45, 549  ,405,12/31/2019,Queens,SINGLE ADULT,61,61
438A DECATUR ST,40.68239991399447,-73.9250704862669,3016830009,37, 381  ,303,12/31/2019,Brooklyn,ADULT FAMILY,69,144
438A DECATUR ST,40.68239991399447,-73.9250704862669,3016830009,37, 381  ,303,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,362,1128
438A DECATUR ST,40.68239991399447,-73.9250704862669,3016830009,37, 381  ,303,12/31/2019,Brooklyn,SINGLE ADULT,487,487
438 DECATUR ST,40.68239991399447,-73.9250704862669,3016830008,37, 381  ,303,12/31/2019,Brooklyn,ADULT FAMILY,69,144
438 DECATUR ST,40.68239991399447,-73.9250704862669,3016830008,37, 381  ,303,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,362,1128
438 DECATUR ST,40.68239991399447,-73.9250704862669,3016830008,37, 381  ,303,12/31/2019,Brooklyn,SINGLE ADULT,487,487
54-15 BEACH CHANNEL DRIVE,40.595021722764926,-73.78520953293334,4158920001,47, 97204,414,12/31/2019,Queens,ADULT FAMILY,44,96
54-15 BEACH CHANNEL DRIVE,40.595021722764926,-73.78520953293334,4158920001,47, 97204,414,12/31/2019,Queens,FAMILY WITH CHILDREN,218,740
54-15 BEACH CHANNEL DRIVE,40.595021722764926,-73.78520953293334,4158920001,47, 97204,414,12/31/2019,Queens,SINGLE ADULT,234,234
1942 JEROME AVE,40.851165806178024,-73.90974221994158,2028530015,19, 23301,205,12/31/2019,Bronx,ADULT FAMILY,83,177
1942 JEROME AVE,40.851165806178024,-73.90974221994158,2028530015,19, 23301,205,12/31/2019,Bronx,FAMILY WITH CHILDREN,502,1549
1942 JEROME AVE,40.851165806178024,-73.90974221994158,2028530015,19, 23301,205,12/31/2019,Bronx,SINGLE ADULT,303,303
2052 63 STREET,40.616896906548604,-73.98336974091231,3055420027,42, 254  ,311,12/31/2019,Brooklyn,ADULT FAMILY,15,32
2052 63 STREET,40.616896906548604,-73.98336974091231,3055420027,42, 254  ,311,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,43,134
2052 63 STREET,40.616896906548604,-73.98336974091231,3055420027,42, 254  ,311,12/31/2019,Brooklyn,SINGLE ADULT,46,46
45-09 LITTLE NECK PKWY,40.77063040336402,-73.73529409473335,4082600002,53,150702,411,12/31/2019,Queens,ADULT FAMILY,2,4
45-09 LITTLE NECK PKWY,40.77063040336402,-73.73529409473335,4082600002,53,150702,411,12/31/2019,Queens,FAMILY WITH CHILDREN,4,15
45-09 LITTLE NECK PKWY,40.77063040336402,-73.73529409473335,4082600002,53,150702,411,12/31/2019,Queens,SINGLE ADULT,11,11
2052 63 STREET,40.616896906548604,-73.98336974091231,3055420027,42, 254  ,311,12/31/2019,Brooklyn,ADULT FAMILY,15,32
2052 63 STREET,40.616896906548604,-73.98336974091231,3055420027,42, 254  ,311,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,43,134
2052 63 STREET,40.616896906548604,-73.98336974091231,3055420027,42, 254  ,311,12/31/2019,Brooklyn,SINGLE ADULT,46,46
45-09 LITTLE NECK PKWY,40.77063040336402,-73.73529409473335,4082600002,53,150702,411,12/31/2019,Queens,ADULT FAMILY,2,4
45-09 LITTLE NECK PKWY,40.77063040336402,-73.73529409473335,4082600002,53,150702,411,12/31/2019,Queens,FAMILY WITH CHILDREN,4,15
45-09 LITTLE NECK PKWY,40.77063040336402,-73.73529409473335,4082600002,53,150702,411,12/31/2019,Queens,SINGLE ADULT,11,11
257 SARATOGA AVE,40.677247487949586,-73.91639850322994,3015620007,44, 301  ,316,12/31/2019,Brooklyn,ADULT FAMILY,64,136
257 SARATOGA AVE,40.677247487949586,-73.91639850322994,3015620007,44, 301  ,316,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,354,1096
257 SARATOGA AVE,40.677247487949586,-73.91639850322994,3015620007,44, 301  ,316,12/31/2019,Brooklyn,SINGLE ADULT,339,339
257 SARATOGA AVE,40.677247487949586,-73.91639850322994,3015620007,44, 301  ,316,12/31/2019,Brooklyn,ADULT FAMILY,64,136
257 SARATOGA AVE,40.677247487949586,-73.91639850322994,3015620007,44, 301  ,316,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,354,1096
257 SARATOGA AVE,40.677247487949586,-73.91639850322994,3015620007,44, 301  ,316,12/31/2019,Brooklyn,SINGLE ADULT,339,339
429 FALCON AVE,40.56236213347208,-74.1146144798054,5040020001,23, 12806,503,12/31/2019,Staten Island,ADULT FAMILY,6,12
429 FALCON AVE,40.56236213347208,-74.1146144798054,5040020001,23, 12806,503,12/31/2019,Staten Island,FAMILY WITH CHILDREN,11,37
429 FALCON AVE,40.56236213347208,-74.1146144798054,5040020001,23, 12806,503,12/31/2019,Staten Island,SINGLE ADULT,13,13
429 FALCON AVE,40.56236213347208,-74.1146144798054,5040020001,23, 12806,503,12/31/2019,Staten Island,ADULT FAMILY,6,12
429 FALCON AVE,40.56236213347208,-74.1146144798054,5040020001,23, 12806,503,12/31/2019,Staten Island,FAMILY WITH CHILDREN,11,37
429 FALCON AVE,40.56236213347208,-74.1146144798054,5040020001,23, 12806,503,12/31/2019,Staten Island,SINGLE ADULT,13,13
1080 SUTTER AVE,40.67178488428723,-73.87882757231671,3040540022,39,1194  ,305,12/31/2019,Brooklyn,ADULT FAMILY,116,247
1080 SUTTER AVE,40.67178488428723,-73.87882757231671,3040540022,39,1194  ,305,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,583,1835
1080 SUTTER AVE,40.67178488428723,-73.87882757231671,3040540022,39,1194  ,305,12/31/2019,Brooklyn,SINGLE ADULT,571,571
1080 SUTTER AVE,40.67178488428723,-73.87882757231671,3040540022,39,1194  ,305,12/31/2019,Brooklyn,ADULT FAMILY,116,247
1080 SUTTER AVE,40.67178488428723,-73.87882757231671,3040540022,39,1194  ,305,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,583,1835
1080 SUTTER AVE,40.67178488428723,-73.87882757231671,3040540022,39,1194  ,305,12/31/2019,Brooklyn,SINGLE ADULT,571,571
19-24 22 DRIVE,40.77959014187322,-73.91870366646057,4008910076,49, 101  ,401,12/31/2019,Queens,ADULT FAMILY,19,39
19-24 22 DRIVE,40.77959014187322,-73.91870366646057,4008910076,49, 101  ,401,12/31/2019,Queens,FAMILY WITH CHILDREN,78,223
19-24 22 DRIVE,40.77959014187322,-73.91870366646057,4008910076,49, 101  ,401,12/31/2019,Queens,SINGLE ADULT,410,410
33 LEE AVE WG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464 PINE STREET,40.67404040373623,-73.8706327963748,3042500028,39,1196  ,305,12/31/2019,Brooklyn,ADULT FAMILY,116,247
464 PINE STREET,40.67404040373623,-73.8706327963748,3042500028,39,1196  ,305,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,583,1835
464 PINE STREET,40.67404040373623,-73.8706327963748,3042500028,39,1196  ,305,12/31/2019,Brooklyn,SINGLE ADULT,571,571
105-04 133 ST,40.68949617745254,-73.8127318834362,4095920008,50, 15801,410,12/31/2019,Queens,ADULT FAMILY,15,31
105-04 133 ST,40.68949617745254,-73.8127318834362,4095920008,50, 15801,410,12/31/2019,Queens,FAMILY WITH CHILDREN,53,160
105-04 133 ST,40.68949617745254,-73.8127318834362,4095920008,50, 15801,410,12/31/2019,Queens,SINGLE ADULT,63,63
990 ANDERSON AVE,40.8322753150208,-73.92717105659786,2025040075,17, 189  ,204,12/31/2019,Bronx,ADULT FAMILY,69,146
990 ANDERSON AVE,40.8322753150208,-73.92717105659786,2025040075,17, 189  ,204,12/31/2019,Bronx,FAMILY WITH CHILDREN,545,1708
990 ANDERSON AVE,40.8322753150208,-73.92717105659786,2025040075,17, 189  ,204,12/31/2019,Bronx,SINGLE ADULT,359,359
990 ANDERSON AVE,40.8322753150208,-73.92717105659786,2025040075,17, 189  ,204,12/31/2019,Bronx,ADULT FAMILY,69,146
990 ANDERSON AVE,40.8322753150208,-73.92717105659786,2025040075,17, 189  ,204,12/31/2019,Bronx,FAMILY WITH CHILDREN,545,1708
990 ANDERSON AVE,40.8322753150208,-73.92717105659786,2025040075,17, 189  ,204,12/31/2019,Bronx,SINGLE ADULT,359,359
21-13 24 RD,40.775746833106254,-73.92169067755556,4008740063,49,  95  ,401,12/31/2019,Queens,ADULT FAMILY,19,39
21-13 24 RD,40.775746833106254,-73.92169067755556,4008740063,49,  95  ,401,12/31/2019,Queens,FAMILY WITH CHILDREN,78,223
21-13 24 RD,40.775746833106254,-73.92169067755556,4008740063,49,  95  ,401,12/31/2019,Queens,SINGLE ADULT,410,410
21-13 24 RD,40.775746833106254,-73.92169067755556,4008740063,49,  95  ,401,12/31/2019,Queens,ADULT FAMILY,19,39
21-13 24 RD,40.775746833106254,-73.92169067755556,4008740063,49,  95  ,401,12/31/2019,Queens,FAMILY WITH CHILDREN,78,223
21-13 24 RD,40.775746833106254,-73.92169067755556,4008740063,49,  95  ,401,12/31/2019,Queens,SINGLE ADULT,410,410
226 DANIEL LOW TER,40.63886984401228,-74.07989261529335,5000240061,21,  11  ,501,12/31/2019,Staten Island,ADULT FAMILY,52,110
226 DANIEL LOW TER,40.63886984401228,-74.07989261529335,5000240061,21,  11  ,501,12/31/2019,Staten Island,FAMILY WITH CHILDREN,196,677
226 DANIEL LOW TER,40.63886984401228,-74.07989261529335,5000240061,21,  11  ,501,12/31/2019,Staten Island,SINGLE ADULT,171,171
226 DANIEL LOW TER,40.63886984401228,-74.07989261529335,5000240061,21,  11  ,501,12/31/2019,Staten Island,ADULT FAMILY,52,110
226 DANIEL LOW TER,40.63886984401228,-74.07989261529335,5000240061,21,  11  ,501,12/31/2019,Staten Island,FAMILY WITH CHILDREN,196,677
226 DANIEL LOW TER,40.63886984401228,-74.07989261529335,5000240061,21,  11  ,501,12/31/2019,Staten Island,SINGLE ADULT,171,171
2079 EDENWALD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2138 BRUCKNER BLVD,40.8266475673002,-73.85163355124686,2036880027,03,  98  ,209,12/31/2019,Bronx,ADULT FAMILY,80,169
2138 BRUCKNER BLVD,40.8266475673002,-73.85163355124686,2036880027,03,  98  ,209,12/31/2019,Bronx,FAMILY WITH CHILDREN,465,1467
2138 BRUCKNER BLVD,40.8266475673002,-73.85163355124686,2036880027,03,  98  ,209,12/31/2019,Bronx,SINGLE ADULT,304,304
2138 BRUCKNER BLVD,40.8266475673002,-73.85163355124686,2036880027,03,  98  ,209,12/31/2019,Bronx,ADULT FAMILY,80,169
2138 BRUCKNER BLVD,40.8266475673002,-73.85163355124686,2036880027,03,  98  ,209,12/31/2019,Bronx,FAMILY WITH CHILDREN,465,1467
2138 BRUCKNER BLVD,40.8266475673002,-73.85163355124686,2036880027,03,  98  ,209,12/31/2019,Bronx,SINGLE ADULT,304,304
63 MORNINGSIDE AVE,40.80843836865045,-73.95613911536594,1019470064,11, 257  ,110,12/31/2019,Manhattan,ADULT FAMILY,79,165
63 MORNINGSIDE AVE,40.80843836865045,-73.95613911536594,1019470064,11, 257  ,110,12/31/2019,Manhattan,FAMILY WITH CHILDREN,311,882
63 MORNINGSIDE AVE,40.80843836865045,-73.95613911536594,1019470064,11, 257  ,110,12/31/2019,Manhattan,SINGLE ADULT,397,397
70 MULBERRY ST,40.716091614144986,-73.99920278167988,1002000001,04,  29  ,103,12/31/2019,Manhattan,ADULT FAMILY,45,93
70 MULBERRY ST,40.716091614144986,-73.99920278167988,1002000001,04,  29  ,103,12/31/2019,Manhattan,FAMILY WITH CHILDREN,111,336
70 MULBERRY ST,40.716091614144986,-73.99920278167988,1002000001,04,  29  ,103,12/31/2019,Manhattan,SINGLE ADULT,186,186
63 MORNINGSIDE AVE,40.80843836865045,-73.95613911536594,1019470064,11, 257  ,110,12/31/2019,Manhattan,ADULT FAMILY,79,165
63 MORNINGSIDE AVE,40.80843836865045,-73.95613911536594,1019470064,11, 257  ,110,12/31/2019,Manhattan,FAMILY WITH CHILDREN,311,882
63 MORNINGSIDE AVE,40.80843836865045,-73.95613911536594,1019470064,11, 257  ,110,12/31/2019,Manhattan,SINGLE ADULT,397,397
1103 OLMSTEAD AVE,40.82950463810524,-73.85363988685403,2038000054,03,  78  ,209,12/31/2019,Bronx,ADULT FAMILY,80,169
1103 OLMSTEAD AVE,40.82950463810524,-73.85363988685403,2038000054,03,  78  ,209,12/31/2019,Bronx,FAMILY WITH CHILDREN,465,1467
1103 OLMSTEAD AVE,40.82950463810524,-73.85363988685403,2038000054,03,  78  ,209,12/31/2019,Bronx,SINGLE ADULT,304,304
1103 OLMSTEAD AVE,40.82950463810524,-73.85363988685403,2038000054,03,  78  ,209,12/31/2019,Bronx,ADULT FAMILY,80,169
1103 OLMSTEAD AVE,40.82950463810524,-73.85363988685403,2038000054,03,  78  ,209,12/31/2019,Bronx,FAMILY WITH CHILDREN,465,1467
1103 OLMSTEAD AVE,40.82950463810524,-73.85363988685403,2038000054,03,  78  ,209,12/31/2019,Bronx,SINGLE ADULT,304,304
1103 OLMSTEAD AVE,40.82950463810524,-73.85363988685403,2038000054,03,  78  ,209,12/31/2019,Bronx,ADULT FAMILY,80,169
1103 OLMSTEAD AVE,40.82950463810524,-73.85363988685403,2038000054,03,  78  ,209,12/31/2019,Bronx,FAMILY WITH CHILDREN,465,1467
1103 OLMSTEAD AVE,40.82950463810524,-73.85363988685403,2038000054,03,  78  ,209,12/31/2019,Bronx,SINGLE ADULT,304,304
70 MULBERRY ST,40.716091614144986,-73.99920278167988,1002000001,04,  29  ,103,12/31/2019,Manhattan,ADULT FAMILY,45,93
70 MULBERRY ST,40.716091614144986,-73.99920278167988,1002000001,04,  29  ,103,12/31/2019,Manhattan,FAMILY WITH CHILDREN,111,336
70 MULBERRY ST,40.716091614144986,-73.99920278167988,1002000001,04,  29  ,103,12/31/2019,Manhattan,SINGLE ADULT,186,186
70 MULBERRY ST,40.716091614144986,-73.99920278167988,1002000001,04,  29  ,103,12/31/2019,Manhattan,ADULT FAMILY,45,93
70 MULBERRY ST,40.716091614144986,-73.99920278167988,1002000001,04,  29  ,103,12/31/2019,Manhattan,FAMILY WITH CHILDREN,111,336
70 MULBERRY ST,40.716091614144986,-73.99920278167988,1002000001,04,  29  ,103,12/31/2019,Manhattan,SINGLE ADULT,186,186
377 RECTOR PL,40.709505525794526,-74.01800236891756,1000167501,01, 31704,101,12/31/2019,Manhattan,ADULT FAMILY,27,59
377 RECTOR PL,40.709505525794526,-74.01800236891756,1000167501,01, 31704,101,12/31/2019,Manhattan,FAMILY WITH CHILDREN,88,296
377 RECTOR PL,40.709505525794526,-74.01800236891756,1000167501,01, 31704,101,12/31/2019,Manhattan,SINGLE ADULT,120,120
377 RECTOR PL,40.709505525794526,-74.01800236891756,1000167501,01, 31704,101,12/31/2019,Manhattan,ADULT FAMILY,27,59
377 RECTOR PL,40.709505525794526,-74.01800236891756,1000167501,01, 31704,101,12/31/2019,Manhattan,FAMILY WITH CHILDREN,88,296
377 RECTOR PL,40.709505525794526,-74.01800236891756,1000167501,01, 31704,101,12/31/2019,Manhattan,SINGLE ADULT,120,120
266 7 ST,40.72355244301104,-73.97762487964957,1003760025,04,  2602,103,12/31/2019,Manhattan,ADULT FAMILY,45,93
266 7 ST,40.72355244301104,-73.97762487964957,1003760025,04,  2602,103,12/31/2019,Manhattan,FAMILY WITH CHILDREN,111,336
266 7 ST,40.72355244301104,-73.97762487964957,1003760025,04,  2602,103,12/31/2019,Manhattan,SINGLE ADULT,186,186
266 7 ST,40.72355244301104,-73.97762487964957,1003760025,04,  2602,103,12/31/2019,Manhattan,ADULT FAMILY,45,93
266 7 ST,40.72355244301104,-73.97762487964957,1003760025,04,  2602,103,12/31/2019,Manhattan,FAMILY WITH CHILDREN,111,336
266 7 ST,40.72355244301104,-73.97762487964957,1003760025,04,  2602,103,12/31/2019,Manhattan,SINGLE ADULT,186,186
131-25 41 AVE,40.75552263677965,-73.83502962108037,4050600001,52, 849  ,407,12/31/2019,Queens,ADULT FAMILY,9,19
131-25 41 AVE,40.75552263677965,-73.83502962108037,4050600001,52, 849  ,407,12/31/2019,Queens,FAMILY WITH CHILDREN,42,141
131-25 41 AVE,40.75552263677965,-73.83502962108037,4050600001,52, 849  ,407,12/31/2019,Queens,SINGLE ADULT,76,76
30-22 153 ST,40.82585675788525,-73.92930991369212,2025390132,14,  63  ,204,12/31/2019,Bronx,ADULT FAMILY,69,146
30-22 153 ST,40.82585675788525,-73.92930991369212,2025390132,14,  63  ,204,12/31/2019,Bronx,FAMILY WITH CHILDREN,545,1708
30-22 153 ST,40.82585675788525,-73.92930991369212,2025390132,14,  63  ,204,12/31/2019,Bronx,SINGLE ADULT,359,359
101-08 113 ST,40.688223218272384,-73.8308547166754,4094300007,51, 108  ,409,12/31/2019,Queens,ADULT FAMILY,12,24
101-08 113 ST,40.688223218272384,-73.8308547166754,4094300007,51, 108  ,409,12/31/2019,Queens,FAMILY WITH CHILDREN,63,197
101-08 113 ST,40.688223218272384,-73.8308547166754,4094300007,51, 108  ,409,12/31/2019,Queens,SINGLE ADULT,91,91
101-08 113 ST,40.688223218272384,-73.8308547166754,4094300007,51, 108  ,409,12/31/2019,Queens,ADULT FAMILY,12,24
101-08 113 ST,40.688223218272384,-73.8308547166754,4094300007,51, 108  ,409,12/31/2019,Queens,FAMILY WITH CHILDREN,63,197
101-08 113 ST,40.688223218272384,-73.8308547166754,4094300007,51, 108  ,409,12/31/2019,Queens,SINGLE ADULT,91,91
1181 E 24TH ST,40.622034483366384,-73.95178402395787,3076240011,33, 754  ,314,12/31/2019,Brooklyn,ADULT FAMILY,24,53
1181 E 24TH ST,40.622034483366384,-73.95178402395787,3076240011,33, 754  ,314,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,105,302
1181 E 24TH ST,40.622034483366384,-73.95178402395787,3076240011,33, 754  ,314,12/31/2019,Brooklyn,SINGLE ADULT,163,163
155 5 AVE,40.74049483712462,-73.99033605146447,1008500004,06,  56  ,105,12/31/2019,Manhattan,ADULT FAMILY,4,8
155 5 AVE,40.74049483712462,-73.99033605146447,1008500004,06,  56  ,105,12/31/2019,Manhattan,FAMILY WITH CHILDREN,20,58
155 5 AVE,40.74049483712462,-73.99033605146447,1008500004,06,  56  ,105,12/31/2019,Manhattan,SINGLE ADULT,60,60
155 5 AVE,40.74049483712462,-73.99033605146447,1008500004,06,  56  ,105,12/31/2019,Manhattan,ADULT FAMILY,4,8
