input_location,latitude,longitude,bbl,fireBattalion,censusTract2010,communityDistrict,report_date,borough,case_type,cases,individuals
531 GRAND ST,40.71453941078047,-73.98194216289563,NA,04,   202,103,12/31/2019,Manhattan,ADULT FAMILY,45,93
531 GRAND ST,40.71453941078047,-73.98194216289563,NA,04,   202,103,12/31/2019,Manhattan,FAMILY WITH CHILDREN,111,336
531 GRAND ST,40.71453941078047,-73.98194216289563,NA,04,   202,103,12/31/2019,Manhattan,SINGLE ADULT,186,186
1740 FLATBUSH AVE,40.62801665216416,-73.94259676940472,3075980036,33, 740  ,318,12/31/2019,Brooklyn,ADULT FAMILY,39,80
1740 FLATBUSH AVE,40.62801665216416,-73.94259676940472,3075980036,33, 740  ,318,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,177,547
1740 FLATBUSH AVE,40.62801665216416,-73.94259676940472,3075980036,33, 740  ,318,12/31/2019,Brooklyn,SINGLE ADULT,195,195
2133 3 AVE,40.798280977940564,-73.93976278679062,1016660048,12, 188  ,111,12/31/2019,Manhattan,ADULT FAMILY,59,120
2133 3 AVE,40.798280977940564,-73.93976278679062,1016660048,12, 188  ,111,12/31/2019,Manhattan,FAMILY WITH CHILDREN,287,843
2133 3 AVE,40.798280977940564,-73.93976278679062,1016660048,12, 188  ,111,12/31/2019,Manhattan,SINGLE ADULT,399,399
2133 3 AVE,40.798280977940564,-73.93976278679062,1016660048,12, 188  ,111,12/31/2019,Manhattan,ADULT FAMILY,59,120
2133 3 AVE,40.798280977940564,-73.93976278679062,1016660048,12, 188  ,111,12/31/2019,Manhattan,FAMILY WITH CHILDREN,287,843
2133 3 AVE,40.798280977940564,-73.93976278679062,1016660048,12, 188  ,111,12/31/2019,Manhattan,SINGLE ADULT,399,399
2133 3 AVE,40.798280977940564,-73.93976278679062,1016660048,12, 188  ,111,12/31/2019,Manhattan,ADULT FAMILY,59,120
2133 3 AVE,40.798280977940564,-73.93976278679062,1016660048,12, 188  ,111,12/31/2019,Manhattan,FAMILY WITH CHILDREN,287,843
2133 3 AVE,40.798280977940564,-73.93976278679062,1016660048,12, 188  ,111,12/31/2019,Manhattan,SINGLE ADULT,399,399
PAERDEGAT BASIN DRAW BRIDGE,40.62674959991542,-73.9065332797962,NA,NA, 69602,318,12/31/2019,Brooklyn,ADULT FAMILY,39,80
PAERDEGAT BASIN DRAW BRIDGE,40.62674959991542,-73.9065332797962,NA,NA, 69602,318,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,177,547
PAERDEGAT BASIN DRAW BRIDGE,40.62674959991542,-73.9065332797962,NA,NA, 69602,318,12/31/2019,Brooklyn,SINGLE ADULT,195,195
721 FULTON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197 WILLIAMSBURG ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197 WILLIAMSBURG ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520 W 56 ST,40.76879587574752,-73.98992038453184,1010840009,09, 135  ,104,12/31/2019,Manhattan,ADULT FAMILY,14,29
520 W 56 ST,40.76879587574752,-73.98992038453184,1010840009,09, 135  ,104,12/31/2019,Manhattan,FAMILY WITH CHILDREN,44,126
520 W 56 ST,40.76879587574752,-73.98992038453184,1010840009,09, 135  ,104,12/31/2019,Manhattan,SINGLE ADULT,152,152
520 W 56 ST,40.76879587574752,-73.98992038453184,1010840009,09, 135  ,104,12/31/2019,Manhattan,ADULT FAMILY,14,29
520 W 56 ST,40.76879587574752,-73.98992038453184,1010840009,09, 135  ,104,12/31/2019,Manhattan,FAMILY WITH CHILDREN,44,126
520 W 56 ST,40.76879587574752,-73.98992038453184,1010840009,09, 135  ,104,12/31/2019,Manhattan,SINGLE ADULT,152,152
1587 FULTON ST,40.679755991531145,-73.93769581647123,3018590035,57, 273  ,303,12/31/2019,Brooklyn,ADULT FAMILY,69,144
1587 FULTON ST,40.679755991531145,-73.93769581647123,3018590035,57, 273  ,303,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,362,1128
1587 FULTON ST,40.679755991531145,-73.93769581647123,3018590035,57, 273  ,303,12/31/2019,Brooklyn,SINGLE ADULT,487,487
712 FOX ST,40.81468260085312,-73.89923186786936,2027200005,26,  85  ,202,12/31/2019,Bronx,ADULT FAMILY,36,79
712 FOX ST,40.81468260085312,-73.89923186786936,2027200005,26,  85  ,202,12/31/2019,Bronx,FAMILY WITH CHILDREN,254,801
712 FOX ST,40.81468260085312,-73.89923186786936,2027200005,26,  85  ,202,12/31/2019,Bronx,SINGLE ADULT,151,151
712 FOX ST,40.81468260085312,-73.89923186786936,2027200005,26,  85  ,202,12/31/2019,Bronx,ADULT FAMILY,36,79
712 FOX ST,40.81468260085312,-73.89923186786936,2027200005,26,  85  ,202,12/31/2019,Bronx,FAMILY WITH CHILDREN,254,801
712 FOX ST,40.81468260085312,-73.89923186786936,2027200005,26,  85  ,202,12/31/2019,Bronx,SINGLE ADULT,151,151
115-38 180 ST,40.69267367626059,-73.76710261609212,4103140037,50, 424  ,412,12/31/2019,Queens,ADULT FAMILY,92,194
115-38 180 ST,40.69267367626059,-73.76710261609212,4103140037,50, 424  ,412,12/31/2019,Queens,FAMILY WITH CHILDREN,386,1209
115-38 180 ST,40.69267367626059,-73.76710261609212,4103140037,50, 424  ,412,12/31/2019,Queens,SINGLE ADULT,424,424
115-38 180 ST,40.69267367626059,-73.76710261609212,4103140037,50, 424  ,412,12/31/2019,Queens,ADULT FAMILY,92,194
115-38 180 ST,40.69267367626059,-73.76710261609212,4103140037,50, 424  ,412,12/31/2019,Queens,FAMILY WITH CHILDREN,386,1209
115-38 180 ST,40.69267367626059,-73.76710261609212,4103140037,50, 424  ,412,12/31/2019,Queens,SINGLE ADULT,424,424
344 RIDGEWOOD AVE,40.68454526798423,-73.87617228262769,3041270031,39,117601,305,12/31/2019,Brooklyn,ADULT FAMILY,116,247
344 RIDGEWOOD AVE,40.68454526798423,-73.87617228262769,3041270031,39,117601,305,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,583,1835
344 RIDGEWOOD AVE,40.68454526798423,-73.87617228262769,3041270031,39,117601,305,12/31/2019,Brooklyn,SINGLE ADULT,571,571
324 RIDGEWOOD AVE,40.684414080488274,-73.8766953400726,3041270127,39,117601,305,12/31/2019,Brooklyn,ADULT FAMILY,116,247
324 RIDGEWOOD AVE,40.684414080488274,-73.8766953400726,3041270127,39,117601,305,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,583,1835
324 RIDGEWOOD AVE,40.684414080488274,-73.8766953400726,3041270127,39,117601,305,12/31/2019,Brooklyn,SINGLE ADULT,571,571
1034 39 ST,40.64404104490776,-73.99196435686166,3055840013,48, 110  ,312,12/31/2019,Brooklyn,ADULT FAMILY,16,35
1034 39 ST,40.64404104490776,-73.99196435686166,3055840013,48, 110  ,312,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,21,69
1034 39 ST,40.64404104490776,-73.99196435686166,3055840013,48, 110  ,312,12/31/2019,Brooklyn,SINGLE ADULT,55,55
920 E 132 ST,40.798003514283735,-73.90991904190987,2025830050,14,  19  ,201,12/31/2019,Bronx,ADULT FAMILY,80,172
920 E 132 ST,40.798003514283735,-73.90991904190987,2025830050,14,  19  ,201,12/31/2019,Bronx,FAMILY WITH CHILDREN,495,1531
920 E 132 ST,40.798003514283735,-73.90991904190987,2025830050,14,  19  ,201,12/31/2019,Bronx,SINGLE ADULT,323,323
920 E 132 ST,40.798003514283735,-73.90991904190987,2025830050,14,  19  ,201,12/31/2019,Bronx,ADULT FAMILY,80,172
920 E 132 ST,40.798003514283735,-73.90991904190987,2025830050,14,  19  ,201,12/31/2019,Bronx,FAMILY WITH CHILDREN,495,1531
920 E 132 ST,40.798003514283735,-73.90991904190987,2025830050,14,  19  ,201,12/31/2019,Bronx,SINGLE ADULT,323,323
2074 65 ST,40.61560699539121,-73.98437859218515,3055560035,42, 256  ,311,12/31/2019,Brooklyn,ADULT FAMILY,15,32
2074 65 ST,40.61560699539121,-73.98437859218515,3055560035,42, 256  ,311,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,43,134
2074 65 ST,40.61560699539121,-73.98437859218515,3055560035,42, 256  ,311,12/31/2019,Brooklyn,SINGLE ADULT,46,46
137-48 FRANCIS LEWIS BLVD,40.671683147045364,-73.74209998558113,4131710062,54, 646  ,413,12/31/2019,Queens,ADULT FAMILY,33,70
137-48 FRANCIS LEWIS BLVD,40.671683147045364,-73.74209998558113,4131710062,54, 646  ,413,12/31/2019,Queens,FAMILY WITH CHILDREN,150,470
137-48 FRANCIS LEWIS BLVD,40.671683147045364,-73.74209998558113,4131710062,54, 646  ,413,12/31/2019,Queens,SINGLE ADULT,172,172
1088 LIBERTY AVE,40.67838922364115,-73.86917142955319,3042000018,39,1190  ,305,12/31/2019,Brooklyn,ADULT FAMILY,116,247
1088 LIBERTY AVE,40.67838922364115,-73.86917142955319,3042000018,39,1190  ,305,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,583,1835
1088 LIBERTY AVE,40.67838922364115,-73.86917142955319,3042000018,39,1190  ,305,12/31/2019,Brooklyn,SINGLE ADULT,571,571
35 E CLARKE PL,40.83790113882695,-73.91776145510242,2028400022,17, 22101,204,12/31/2019,Bronx,ADULT FAMILY,69,146
35 E CLARKE PL,40.83790113882695,-73.91776145510242,2028400022,17, 22101,204,12/31/2019,Bronx,FAMILY WITH CHILDREN,545,1708
35 E CLARKE PL,40.83790113882695,-73.91776145510242,2028400022,17, 22101,204,12/31/2019,Bronx,SINGLE ADULT,359,359
854 LINDEN BLVD,40.65406088101649,-73.92630964508396,NA,58, 866  ,317,12/31/2019,Brooklyn,ADULT FAMILY,48,103
854 LINDEN BLVD,40.65406088101649,-73.92630964508396,NA,58, 866  ,317,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,281,860
854 LINDEN BLVD,40.65406088101649,-73.92630964508396,NA,58, 866  ,317,12/31/2019,Brooklyn,SINGLE ADULT,307,307
852 LINDEN BLVD,40.65405817085846,-73.92636370762362,3046800004,58, 866  ,317,12/31/2019,Brooklyn,ADULT FAMILY,48,103
852 LINDEN BLVD,40.65405817085846,-73.92636370762362,3046800004,58, 866  ,317,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,281,860
852 LINDEN BLVD,40.65405817085846,-73.92636370762362,3046800004,58, 866  ,317,12/31/2019,Brooklyn,SINGLE ADULT,307,307
885 2 AVE,40.75319397051719,-73.96975740741871,1013210022,08,  90  ,106,12/31/2019,Manhattan,ADULT FAMILY,1,2
885 2 AVE,40.75319397051719,-73.96975740741871,1013210022,08,  90  ,106,12/31/2019,Manhattan,FAMILY WITH CHILDREN,12,28
885 2 AVE,40.75319397051719,-73.96975740741871,1013210022,08,  90  ,106,12/31/2019,Manhattan,SINGLE ADULT,98,98
388 MIDWOOD ST,40.66025681583456,-73.94820255346015,3048010037,38, 804  ,309,12/31/2019,Brooklyn,ADULT FAMILY,28,58
388 MIDWOOD ST,40.66025681583456,-73.94820255346015,3048010037,38, 804  ,309,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,124,355
388 MIDWOOD ST,40.66025681583456,-73.94820255346015,3048010037,38, 804  ,309,12/31/2019,Brooklyn,SINGLE ADULT,190,190
388 MIDWOOD ST,40.66025681583456,-73.94820255346015,3048010037,38, 804  ,309,12/31/2019,Brooklyn,ADULT FAMILY,28,58
388 MIDWOOD ST,40.66025681583456,-73.94820255346015,3048010037,38, 804  ,309,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,124,355
388 MIDWOOD ST,40.66025681583456,-73.94820255346015,3048010037,38, 804  ,309,12/31/2019,Brooklyn,SINGLE ADULT,190,190
388 MIDWOOD ST,40.66025681583456,-73.94820255346015,3048010037,38, 804  ,309,12/31/2019,Brooklyn,ADULT FAMILY,28,58
388 MIDWOOD ST,40.66025681583456,-73.94820255346015,3048010037,38, 804  ,309,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,124,355
388 MIDWOOD ST,40.66025681583456,-73.94820255346015,3048010037,38, 804  ,309,12/31/2019,Brooklyn,SINGLE ADULT,190,190
76-02 WOODHAVEN BLVD,40.70833960796693,-73.85938121109388,4038570300,46, 637  ,405,12/31/2019,Queens,ADULT FAMILY,20,42
76-02 WOODHAVEN BLVD,40.70833960796693,-73.85938121109388,4038570300,46, 637  ,405,12/31/2019,Queens,FAMILY WITH CHILDREN,37,108
76-02 WOODHAVEN BLVD,40.70833960796693,-73.85938121109388,4038570300,46, 637  ,405,12/31/2019,Queens,SINGLE ADULT,61,61
321 W 78 ST,40.78382784109169,-73.9820353122184,1011860059,11, 167  ,107,12/31/2019,Manhattan,ADULT FAMILY,14,28
321 W 78 ST,40.78382784109169,-73.9820353122184,1011860059,11, 167  ,107,12/31/2019,Manhattan,FAMILY WITH CHILDREN,61,170
321 W 78 ST,40.78382784109169,-73.9820353122184,1011860059,11, 167  ,107,12/31/2019,Manhattan,SINGLE ADULT,131,131
321 W 78 ST,40.78382784109169,-73.9820353122184,1011860059,11, 167  ,107,12/31/2019,Manhattan,ADULT FAMILY,14,28
321 W 78 ST,40.78382784109169,-73.9820353122184,1011860059,11, 167  ,107,12/31/2019,Manhattan,FAMILY WITH CHILDREN,61,170
321 W 78 ST,40.78382784109169,-73.9820353122184,1011860059,11, 167  ,107,12/31/2019,Manhattan,SINGLE ADULT,131,131
1610 UTICA AVE,40.6331716418325,-73.92840794832435,3077330001,41, 724  ,318,12/31/2019,Brooklyn,ADULT FAMILY,39,80
1610 UTICA AVE,40.6331716418325,-73.92840794832435,3077330001,41, 724  ,318,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,177,547
1610 UTICA AVE,40.6331716418325,-73.92840794832435,3077330001,41, 724  ,318,12/31/2019,Brooklyn,SINGLE ADULT,195,195
1610 UTICA AVE,40.6331716418325,-73.92840794832435,3077330001,41, 724  ,318,12/31/2019,Brooklyn,ADULT FAMILY,39,80
1610 UTICA AVE,40.6331716418325,-73.92840794832435,3077330001,41, 724  ,318,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,177,547
1610 UTICA AVE,40.6331716418325,-73.92840794832435,3077330001,41, 724  ,318,12/31/2019,Brooklyn,SINGLE ADULT,195,195
354 CHAUNCEY ST,40.68165979122554,-73.91841924123314,3015140018,37, 379  ,303,12/31/2019,Brooklyn,ADULT FAMILY,69,144
354 CHAUNCEY ST,40.68165979122554,-73.91841924123314,3015140018,37, 379  ,303,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,362,1128
354 CHAUNCEY ST,40.68165979122554,-73.91841924123314,3015140018,37, 379  ,303,12/31/2019,Brooklyn,SINGLE ADULT,487,487
143-51 ROOSEVELT AVE,40.7614167917137,-73.822882537031,4050227502,52, 865  ,407,12/31/2019,Queens,ADULT FAMILY,9,19
143-51 ROOSEVELT AVE,40.7614167917137,-73.822882537031,4050227502,52, 865  ,407,12/31/2019,Queens,FAMILY WITH CHILDREN,42,141
143-51 ROOSEVELT AVE,40.7614167917137,-73.822882537031,4050227502,52, 865  ,407,12/31/2019,Queens,SINGLE ADULT,76,76
164-30 HILLSIDE AVE,40.86102771196079,-73.92537174456375,1021730029,13, 283  ,112,12/31/2019,Manhattan,ADULT FAMILY,26,56
164-30 HILLSIDE AVE,40.86102771196079,-73.92537174456375,1021730029,13, 283  ,112,12/31/2019,Manhattan,FAMILY WITH CHILDREN,152,458
164-30 HILLSIDE AVE,40.86102771196079,-73.92537174456375,1021730029,13, 283  ,112,12/31/2019,Manhattan,SINGLE ADULT,217,217
671 BAY ST,40.62566517855485,-74.0750531462078,5004960107,21,   6  ,501,12/31/2019,Staten Island,ADULT FAMILY,52,110
671 BAY ST,40.62566517855485,-74.0750531462078,5004960107,21,   6  ,501,12/31/2019,Staten Island,FAMILY WITH CHILDREN,196,677
671 BAY ST,40.62566517855485,-74.0750531462078,5004960107,21,   6  ,501,12/31/2019,Staten Island,SINGLE ADULT,171,171
80-20 BROADWAY,40.70734343221823,-74.01202162877915,1000237501,01,   7  ,101,12/31/2019,Manhattan,ADULT FAMILY,27,59
80-20 BROADWAY,40.70734343221823,-74.01202162877915,1000237501,01,   7  ,101,12/31/2019,Manhattan,FAMILY WITH CHILDREN,88,296
80-20 BROADWAY,40.70734343221823,-74.01202162877915,1000237501,01,   7  ,101,12/31/2019,Manhattan,SINGLE ADULT,120,120
80-20 BROADWAY,40.70734343221823,-74.01202162877915,1000237501,01,   7  ,101,12/31/2019,Manhattan,ADULT FAMILY,27,59
80-20 BROADWAY,40.70734343221823,-74.01202162877915,1000237501,01,   7  ,101,12/31/2019,Manhattan,FAMILY WITH CHILDREN,88,296
80-20 BROADWAY,40.70734343221823,-74.01202162877915,1000237501,01,   7  ,101,12/31/2019,Manhattan,SINGLE ADULT,120,120
145 W 45 ST,40.757335908099066,-73.9840168844624,1009980012,09, 119  ,105,12/31/2019,Manhattan,ADULT FAMILY,4,8
145 W 45 ST,40.757335908099066,-73.9840168844624,1009980012,09, 119  ,105,12/31/2019,Manhattan,FAMILY WITH CHILDREN,20,58
145 W 45 ST,40.757335908099066,-73.9840168844624,1009980012,09, 119  ,105,12/31/2019,Manhattan,SINGLE ADULT,60,60
145 W 45 ST,40.757335908099066,-73.9840168844624,1009980012,09, 119  ,105,12/31/2019,Manhattan,ADULT FAMILY,4,8
145 W 45 ST,40.757335908099066,-73.9840168844624,1009980012,09, 119  ,105,12/31/2019,Manhattan,FAMILY WITH CHILDREN,20,58
145 W 45 ST,40.757335908099066,-73.9840168844624,1009980012,09, 119  ,105,12/31/2019,Manhattan,SINGLE ADULT,60,60
341 E 85 STREET,40.77676493922119,-73.95120261017794,1015480018,10, 14601,108,12/31/2019,Manhattan,ADULT FAMILY,8,16
341 E 85 STREET,40.77676493922119,-73.95120261017794,1015480018,10, 14601,108,12/31/2019,Manhattan,FAMILY WITH CHILDREN,16,55
341 E 85 STREET,40.77676493922119,-73.95120261017794,1015480018,10, 14601,108,12/31/2019,Manhattan,SINGLE ADULT,61,61
341 E 85 STREET,40.77676493922119,-73.95120261017794,1015480018,10, 14601,108,12/31/2019,Manhattan,ADULT FAMILY,8,16
341 E 85 STREET,40.77676493922119,-73.95120261017794,1015480018,10, 14601,108,12/31/2019,Manhattan,FAMILY WITH CHILDREN,16,55
341 E 85 STREET,40.77676493922119,-73.95120261017794,1015480018,10, 14601,108,12/31/2019,Manhattan,SINGLE ADULT,61,61
119 KENT AVE,40.720232611629356,-73.96179968520285,3023250008,35, 555  ,301,12/31/2019,Brooklyn,ADULT FAMILY,18,37
119 KENT AVE,40.720232611629356,-73.96179968520285,3023250008,35, 555  ,301,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,95,299
119 KENT AVE,40.720232611629356,-73.96179968520285,3023250008,35, 555  ,301,12/31/2019,Brooklyn,SINGLE ADULT,130,130
119 KENT AVE,40.720232611629356,-73.96179968520285,3023250008,35, 555  ,301,12/31/2019,Brooklyn,ADULT FAMILY,18,37
119 KENT AVE,40.720232611629356,-73.96179968520285,3023250008,35, 555  ,301,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,95,299
119 KENT AVE,40.720232611629356,-73.96179968520285,3023250008,35, 555  ,301,12/31/2019,Brooklyn,SINGLE ADULT,130,130
120 BROOME ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125 DELANCEY ST,40.71838283249491,-73.98768056939194,1003527501,04,  18  ,103,12/31/2019,Manhattan,ADULT FAMILY,45,93
125 DELANCEY ST,40.71838283249491,-73.98768056939194,1003527501,04,  18  ,103,12/31/2019,Manhattan,FAMILY WITH CHILDREN,111,336
125 DELANCEY ST,40.71838283249491,-73.98768056939194,1003527501,04,  18  ,103,12/31/2019,Manhattan,SINGLE ADULT,186,186
260 AUDUBON AVE,40.8470512109301,-73.9335777135988,1021530001,13, 261  ,112,12/31/2019,Manhattan,ADULT FAMILY,26,56
260 AUDUBON AVE,40.8470512109301,-73.9335777135988,1021530001,13, 261  ,112,12/31/2019,Manhattan,FAMILY WITH CHILDREN,152,458
260 AUDUBON AVE,40.8470512109301,-73.9335777135988,1021530001,13, 261  ,112,12/31/2019,Manhattan,SINGLE ADULT,217,217
260 AUDUBON AVE,40.8470512109301,-73.9335777135988,1021530001,13, 261  ,112,12/31/2019,Manhattan,ADULT FAMILY,26,56
260 AUDUBON AVE,40.8470512109301,-73.9335777135988,1021530001,13, 261  ,112,12/31/2019,Manhattan,FAMILY WITH CHILDREN,152,458
260 AUDUBON AVE,40.8470512109301,-73.9335777135988,1021530001,13, 261  ,112,12/31/2019,Manhattan,SINGLE ADULT,217,217
60-56 GATES AVE,40.68446953765543,-73.96568178338869,3019780017,31, 199  ,302,12/31/2019,Brooklyn,ADULT FAMILY,14,30
60-56 GATES AVE,40.68446953765543,-73.96568178338869,3019780017,31, 199  ,302,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,77,230
60-56 GATES AVE,40.68446953765543,-73.96568178338869,3019780017,31, 199  ,302,12/31/2019,Brooklyn,SINGLE ADULT,180,180
163-53 MATHIAS,40.691111507574604,-73.78672461989734,4102010036,50, 264  ,412,12/31/2019,Queens,ADULT FAMILY,92,194
163-53 MATHIAS,40.691111507574604,-73.78672461989734,4102010036,50, 264  ,412,12/31/2019,Queens,FAMILY WITH CHILDREN,386,1209
163-53 MATHIAS,40.691111507574604,-73.78672461989734,4102010036,50, 264  ,412,12/31/2019,Queens,SINGLE ADULT,424,424
58-58 FRESHPOND RD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165 WEST END AVE,40.77701876472311,-73.98652154333283,1011797501,09, 155  ,107,12/31/2019,Manhattan,ADULT FAMILY,14,28
165 WEST END AVE,40.77701876472311,-73.98652154333283,1011797501,09, 155  ,107,12/31/2019,Manhattan,FAMILY WITH CHILDREN,61,170
165 WEST END AVE,40.77701876472311,-73.98652154333283,1011797501,09, 155  ,107,12/31/2019,Manhattan,SINGLE ADULT,131,131
165 WESTEND AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58-46 FRESHPOND RD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605 W 55 ST,40.76916113560008,-73.99269657095036,1011030023,09, 135  ,104,12/31/2019,Manhattan,ADULT FAMILY,14,29
605 W 55 ST,40.76916113560008,-73.99269657095036,1011030023,09, 135  ,104,12/31/2019,Manhattan,FAMILY WITH CHILDREN,44,126
605 W 55 ST,40.76916113560008,-73.99269657095036,1011030023,09, 135  ,104,12/31/2019,Manhattan,SINGLE ADULT,152,152
605 W 55 ST,40.76916113560008,-73.99269657095036,1011030023,09, 135  ,104,12/31/2019,Manhattan,ADULT FAMILY,14,29
605 W 55 ST,40.76916113560008,-73.99269657095036,1011030023,09, 135  ,104,12/31/2019,Manhattan,FAMILY WITH CHILDREN,44,126
605 W 55 ST,40.76916113560008,-73.99269657095036,1011030023,09, 135  ,104,12/31/2019,Manhattan,SINGLE ADULT,152,152
2130 CROTONA AVE,40.84919233267103,-73.88781184889592,2030980001,18, 371  ,206,12/31/2019,Bronx,ADULT FAMILY,84,181
2130 CROTONA AVE,40.84919233267103,-73.88781184889592,2030980001,18, 371  ,206,12/31/2019,Bronx,FAMILY WITH CHILDREN,370,1196
2130 CROTONA AVE,40.84919233267103,-73.88781184889592,2030980001,18, 371  ,206,12/31/2019,Bronx,SINGLE ADULT,254,254
129 ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195 LEBANON ST,40.8403616548216,-73.87362346748836,NA,20, 220  ,206,12/31/2019,Bronx,ADULT FAMILY,84,181
1195 LEBANON ST,40.8403616548216,-73.87362346748836,NA,20, 220  ,206,12/31/2019,Bronx,FAMILY WITH CHILDREN,370,1196
1195 LEBANON ST,40.8403616548216,-73.87362346748836,NA,20, 220  ,206,12/31/2019,Bronx,SINGLE ADULT,254,254
1195 LEBANON ST,40.8403616548216,-73.87362346748836,NA,20, 220  ,206,12/31/2019,Bronx,ADULT FAMILY,84,181
1195 LEBANON ST,40.8403616548216,-73.87362346748836,NA,20, 220  ,206,12/31/2019,Bronx,FAMILY WITH CHILDREN,370,1196
1195 LEBANON ST,40.8403616548216,-73.87362346748836,NA,20, 220  ,206,12/31/2019,Bronx,SINGLE ADULT,254,254
6918 3 AVE,40.635499324381534,-74.0261431229614,3058710052,40,  68  ,310,12/31/2019,Brooklyn,ADULT FAMILY,6,13
6918 3 AVE,40.635499324381534,-74.0261431229614,3058710052,40,  68  ,310,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,20,69
6918 3 AVE,40.635499324381534,-74.0261431229614,3058710052,40,  68  ,310,12/31/2019,Brooklyn,SINGLE ADULT,40,40
219 E 69 ST,40.767318475083876,-73.96082322207336,1014240010,10, 126  ,108,12/31/2019,Manhattan,ADULT FAMILY,8,16
219 E 69 ST,40.767318475083876,-73.96082322207336,1014240010,10, 126  ,108,12/31/2019,Manhattan,FAMILY WITH CHILDREN,16,55
219 E 69 ST,40.767318475083876,-73.96082322207336,1014240010,10, 126  ,108,12/31/2019,Manhattan,SINGLE ADULT,61,61
339 E 8 ST,40.72489211649724,-73.9788510815823,1003910030,04,  2602,103,12/31/2019,Manhattan,ADULT FAMILY,45,93
339 E 8 ST,40.72489211649724,-73.9788510815823,1003910030,04,  2602,103,12/31/2019,Manhattan,FAMILY WITH CHILDREN,111,336
339 E 8 ST,40.72489211649724,-73.9788510815823,1003910030,04,  2602,103,12/31/2019,Manhattan,SINGLE ADULT,186,186
1400 BERGEN ST,40.67544703925714,-73.9383343439347,3013520001,38, 343  ,308,12/31/2019,Brooklyn,ADULT FAMILY,23,46
1400 BERGEN ST,40.67544703925714,-73.9383343439347,3013520001,38, 343  ,308,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,152,455
1400 BERGEN ST,40.67544703925714,-73.9383343439347,3013520001,38, 343  ,308,12/31/2019,Brooklyn,SINGLE ADULT,243,243
4189 WHITEPALINS RD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2410 FRISBY AVE,40.83830261565653,-73.84817068814547,2039750016,03, 202  ,210,12/31/2019,Bronx,ADULT FAMILY,22,45
2410 FRISBY AVE,40.83830261565653,-73.84817068814547,2039750016,03, 202  ,210,12/31/2019,Bronx,FAMILY WITH CHILDREN,130,415
2410 FRISBY AVE,40.83830261565653,-73.84817068814547,2039750016,03, 202  ,210,12/31/2019,Bronx,SINGLE ADULT,94,94
1712 2 AVE,40.77964933296086,-73.95044223544168,1015510051,10, 14602,108,12/31/2019,Manhattan,ADULT FAMILY,8,16
1712 2 AVE,40.77964933296086,-73.95044223544168,1015510051,10, 14602,108,12/31/2019,Manhattan,FAMILY WITH CHILDREN,16,55
1712 2 AVE,40.77964933296086,-73.95044223544168,1015510051,10, 14602,108,12/31/2019,Manhattan,SINGLE ADULT,61,61
1712 2 AVE,40.77964933296086,-73.95044223544168,1015510051,10, 14602,108,12/31/2019,Manhattan,ADULT FAMILY,8,16
1712 2 AVE,40.77964933296086,-73.95044223544168,1015510051,10, 14602,108,12/31/2019,Manhattan,FAMILY WITH CHILDREN,16,55
1712 2 AVE,40.77964933296086,-73.95044223544168,1015510051,10, 14602,108,12/31/2019,Manhattan,SINGLE ADULT,61,61
5702 8 AVE,40.63710772603872,-74.00789068611863,3008500038,40, 104  ,307,12/31/2019,Brooklyn,ADULT FAMILY,11,25
5702 8 AVE,40.63710772603872,-74.00789068611863,3008500038,40, 104  ,307,12/31/2019,Brooklyn,FAMILY WITH CHILDREN,36,127
5702 8 AVE,40.63710772603872,-74.00789068611863,3008500038,40, 104  ,307,12/31/2019,Brooklyn,SINGLE ADULT,67,67
